Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2020 Hua Hin R32,W vs Paquet,16,32,0.5,7.7%,15.5%,16,31,0.5,8.2%,15.8%,4.6%,3.6%,0.7,21.7%,31.4%
2017 Zhengzhou R32,L vs Duan,2,7,0.3,2.5%,8.8%,2,7,0.3,2.8%,9.7%,1.4%,1.4%,3.5,48.8%,13.8%
Career (2 matches),,18,39,0.5,6.3%,13.6%,18,38,0.5,6.7%,14.2%,3.7%,3.0%,1.1,29.3%,26.5%
