Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,0,5,0.0%,0-10,0.0%,28-61,31.5%,0-0,-,5,47.7%,15.6%,2.3%,2.0%,67.8%,54.9%,35.7%,48.7%,35.1%,42.2%,0.68,R32 (5x)
2025,24,12,12,50.0%,23-25,47.9%,228-230,49.8%,4-3,57.1%,24,63.1%,37.5%,3.5%,3.4%,62.6%,62.6%,45.6%,56.3%,45.3%,50.5%,1.04,F (W15 Maanshan)
2024,21,13,8,61.9%,29-21,58.0%,245-221,52.6%,5-0,100.0%,2,42.1%,22.2%,4.1%,2.1%,54.5%,51.9%,45.5%,49.0%,33.0%,42.4%,0.65,W (W35 Nakhon Si Thammarat)
2023,31,14,17,45.2%,33-38,46.5%,323-330,49.5%,2-6,25.0%,0,,,,,,,,,,,,SF (3x)
2022,33,16,17,48.5%,37-38,49.3%,344-341,50.2%,4-2,66.7%,1,0.0%,0.0%,0.0%,0.0%,63.9%,34.8%,23.1%,30.6%,33.3%,32.1%,0.48,F (3x)
2021,10,4,6,40.0%,8-14,36.4%,83-110,43.0%,0-0,-,3,51.9%,14.3%,3.6%,1.2%,73.2%,52.0%,48.9%,51.2%,33.1%,42.1%,0.68,QF (W25 Nur-Sultan)
2020,6,3,3,50.0%,7-7,50.0%,70-70,50.0%,1-3,25.0%,0,,,,,,,,,,,,QF (W25 Nonthaburi)
2019,50,27,23,54.0%,57-57,50.0%,509-520,49.5%,5-4,55.6%,2,52.0%,29.2%,1.9%,1.9%,61.6%,55.1%,41.0%,49.7%,41.9%,45.6%,0.83,F (W25 Nonthaburi)
2018,34,15,19,44.1%,33-41,44.6%,332-345,49.0%,3-5,37.5%,3,56.7%,41.4%,1.7%,1.1%,68.0%,57.0%,40.4%,51.7%,47.0%,49.3%,0.97,SF (Nonthaburi $25K)
2017,35,22,13,62.9%,48-32,60.0%,392-349,52.9%,6-4,60.0%,4,50.0%,25.7%,2.6%,1.7%,69.4%,54.6%,41.7%,50.6%,40.9%,45.8%,0.83,W (2x)
2016,36,20,16,55.6%,46-39,54.1%,399-383,51.0%,7-1,87.5%,2,65.0%,47.6%,1.6%,0.8%,61.4%,59.0%,49.0%,55.1%,48.8%,52.0%,1.09,W (Tsukuba $25K)
2015,35,20,15,57.1%,49-33,59.8%,406-359,53.1%,6-5,54.5%,0,,,,,,,,,,,,F (Bangkok $10K)
2014,29,15,14,51.7%,34-30,53.1%,288-266,52.0%,3-1,75.0%,0,,,,,,,,,,,,W (New Delhi 10K)
2013,38,21,17,55.3%,46-37,55.4%,394-340,53.7%,2-3,40.0%,0,,,,,,,,,,,,W (Bangkok 10K)
2012,34,18,16,52.9%,43-37,53.8%,361-359,50.1%,2-2,50.0%,0,,,,,,,,,,,,F (Aurangabad 10K)
2011,43,24,19,55.8%,52-42,55.3%,456-407,52.8%,5-4,55.6%,0,,,,,,,,,,,,W (Manila 10K)
2010,33,18,15,54.5%,43-36,54.4%,392-342,53.4%,7-2,77.8%,0,,,,,,,,,,,,SF (3x)
2009,10,4,6,40.0%,8-12,40.0%,78-90,46.4%,0-1,0.0%,0,,,,,,,,,,,,QF (Manila 10K)
2008,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Nonthaburi 10K)
Career,508,266,242,52.4%,596-551,52.0%,5334-5135,51.0%,62-46,57.4%,46,56.9%,32.0%,3.0%,2.5%,64.2%,58.5%,43.8%,53.2%,42.7%,47.9%,0.91,
