Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1956,3,1,2,33.3%,3-4,42.9%,67-77,46.5%,0-0,-,0,,,,,,,,,,,,F (2x)
1955,48,44,4,91.7%,91-14,86.7%,624-296,67.8%,0-0,-,0,,,,,,,,,,,,W (10x)
1954,64,59,5,92.2%,120-15,88.9%,787-326,70.7%,0-0,-,0,,,,,,,,,,,,W (8x)
1953,89,82,7,92.1%,168-31,84.4%,1149-564,67.1%,0-0,-,0,,,,,,,,,,,,W (15x)
1952,54,48,6,88.9%,100-23,81.3%,707-411,63.2%,0-0,-,0,,,,,,,,,,,,W (7x)
1951,74,69,5,93.2%,140-19,88.1%,945-443,68.1%,0-0,-,0,,,,,,,,,,,,W (14x)
1950,55,49,6,89.1%,101-19,84.2%,699-392,64.1%,0-0,-,0,,,,,,,,,,,,W (4x)
1949,45,41,4,91.1%,83-14,85.6%,552-298,64.9%,0-0,-,0,,,,,,,,,,,,W (5x)
1948,61,55,6,90.2%,114-25,82.0%,807-431,65.2%,0-0,-,0,,,,,,,,,,,,W (7x)
1947,56,46,10,82.1%,93-28,76.9%,689-420,62.1%,0-0,-,0,,,,,,,,,,,,W (3x)
1946,45,36,9,80.0%,70-24,74.5%,504-319,61.2%,0-0,-,0,,,,,,,,,,,,W (2x)
1945,29,21,8,72.4%,45-20,69.2%,358-254,58.5%,0-0,-,0,,,,,,,,,,,,W (Neenah)
1944,26,20,6,76.9%,42-14,75.0%,300-177,62.9%,0-0,-,0,,,,,,,,,,,,W (2x)
1943,21,16,5,76.2%,34-11,75.6%,250-145,63.3%,0-0,-,0,,,,,,,,,,,,F (4x)
1942,37,28,9,75.7%,58-23,71.6%,423-266,61.4%,0-0,-,0,,,,,,,,,,,,W (2x)
1941,52,34,18,65.4%,67-39,63.2%,538-389,58.0%,0-0,-,0,,,,,,,,,,,,W (Louisville)
1940,16,10,6,62.5%,23-15,60.5%,204-170,54.5%,0-0,-,0,,,,,,,,,,,,W (Charlotte)
1939,18,14,4,77.8%,29-12,70.7%,225-141,61.5%,0-0,-,0,,,,,,,,,,,,W (3x)
1938,7,5,2,71.4%,11-6,64.7%,82-54,60.3%,0-0,-,0,,,,,,,,,,,,W (Little Rock)
1937,2,1,1,50.0%,2-2,50.0%,13-15,46.4%,0-0,-,0,,,,,,,,,,,,SF (Miami Dade)
Career,802,679,123,84.7%,1394-358,79.6%,9923-5588,64.0%,0-0,-,0,,,,,,,,,,,,
