Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,31,27,4,87.1%,56-16,77.8%,405-241,62.7%,0-0,-,0,,,,,,,,,,,
Clay,296,256,40,86.5%,512-115,81.7%,3574-1868,65.7%,0-0,-,0,,,,,,,,,,,
Grass,379,315,64,83.1%,658-186,78.0%,4735-2800,62.8%,0-0,-,0,,,,,,,,,,,
Carpet,12,9,3,75.0%,19-6,76.0%,133-76,63.6%,0-0,-,0,,,,,,,,,,,
Grand Slams,163,136,27,83.4%,283-67,80.9%,2003-1112,64.3%,0-0,-,0,,,,,,,,,,,
Finals,132,86,46,65.2%,191-127,60.1%,1710-1488,53.5%,0-0,-,0,,,,,,,,,,,
Semi-finals,162,125,37,77.2%,258-104,71.3%,1956-1404,58.2%,0-0,-,0,,,,,,,,,,,
Quarter-finals,165,145,20,87.9%,297-60,83.2%,2056-1069,65.8%,0-0,-,0,,,,,,,,,,,
vs Righties,331,234,97,70.7%,509-269,65.4%,4223-3366,55.6%,0-0,-,0,,,,,,,,,,,
vs Lefties,19,16,3,84.2%,30-9,76.9%,212-121,63.7%,0-0,-,0,,,,,,,,,,,
