Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
31-Mar-2025,Cuernavaca CH,Hard,F,175,168,(4) Marc Andrea Huesler [SUI] d. (SE) Popko,6-4 3-6 6-4,0.97,8.0%,1.1%,50.6%,65.9%,65.1%,2/5,1:57
24-Mar-2025,Morelia CH,Hard,F,245,95,(Alt) Popko d. (1) James Duckworth [AUS],1-6 6-2 6-4,0.99,9.4%,0.0%,65.9%,58.9%,62.1%,5/8,1:46
01-Jul-2024,Brasov CH,Clay,F,222,214,(5) Murkel Alejandro Dellien Velasco [BOL] d. (8) Popko,6-3 7-5,0.53,3.4%,5.2%,41.4%,75.0%,44.1%,0/3,1:29
11-Mar-2024,M25 Feira de Santana,Hard,F,276,771,(1) Popko d. Harrison Adams [USA],6-4 6-4,,,,,,,,
04-Mar-2024,M25 Recife,Clay,F,276,250,(1) Juan Pablo Ficovich [ARG] d. (2) Popko,6-4 6-7(4) 6-3,,,,,,,,
19-Feb-2024,M25 Naples FL,Clay,F,325,649,(3) Popko d. Andres Andrade [ECU],3-6 7-6(4) 6-4,,,,,,,,
12-Feb-2024,M15 Palm Coast FL,Clay,F,338,650,(2) Popko d. (8) Andres Andrade [ECU],7-5 1-6 7-5,,,,,,,,
05-Feb-2024,M15 Sunrise FL,Clay,F,339,538,(2) Popko d. (6) Alex Rybakov [USA],7-5 6-2,,,,,,,,
08-Jan-2024,Buenos Aires CH,Clay,F,417,415,(Q) Gonzalo Bueno [PER] d. (Q) Popko,6-4 2-6 7-6(4),1.07,3.1%,5.1%,51.0%,64.0%,41.7%,6/12,2:30
18-Dec-2023,M15 Antalya,Clay,F,458,743,(1) Popko d. (7) Max Alcala Gurri [ESP],6-4 7-5,,,,,,,,
