Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Merida CH R16,L vs Prado Angelo,0.83,0.85,78.8,9.7,1.8%,55.4%,6.4%,53.2%,40.0%,54.3%
2024 Davis Cup RR,L vs Baez,0.91,0.91,83.7,9.7,5.4%,64.3%,0.0%,59.3%,44.4%,31.4%
2024 Buenos Aires CH SF,W vs Fonseca,1.23,1.51,46.5,2.0,6.5%,58.1%,0.0%,57.1%,42.9%,60.7%
2022 Davis Cup RR,L vs Murray,0.90,0.59,39.5,3.4,5.7%,60.0%,3.3%,50.0%,26.7%,32.0%
2019 Samarkand CH R64,W vs Grills,1.30,1.88,28.0,2.1,-,66.7%,-,75.8%,30.6%,54.5%
2019 Shymkent CH R16,W vs Rodionov,0.87,1.21,77.2,4.4,4.3%,66.0%,0.0%,65.9%,52.9%,40.8%
2019 Shymkent CH R32,W vs Seyboth Wild,1.13,1.53,42.4,2.1,2.9%,77.1%,3.0%,45.5%,54.8%,48.3%
2019 Shymkent CH R64,W vs Ruusuvuori,1.21,2.24,42.0,2.2,0.0%,58.3%,0.0%,81.8%,55.0%,57.9%
2019 M25 Vero Beach FL F,W vs Bangoura,1.09,1.34,51.4,2.0,0.0%,51.2%,0.0%,68.4%,50.0%,50.0%
2019 M25 Vero Beach FL SF,W vs Oosterbaan,1.15,2.22,34.1,2.0,11.1%,77.8%,0.0%,66.7%,68.0%,34.8%
2019 M25 Vero Beach FL QF,W vs Sakamoto,0.95,1.27,42.5,2.0,0.0%,60.0%,0.0%,57.1%,61.8%,48.4%
2019 M15 Orange Park FL F,W vs Velotti,0.96,1.38,65.2,4.1,2.3%,76.7%,0.0%,50.0%,48.8%,55.6%
2019 M15 Orange Park FL SF,W vs Olivares,0.94,2.78,36.9,2.0,0.0%,86.4%,0.0%,77.8%,46.9%,56.7%
2019 M15 Orange Park FL QF,W vs Andreev,1.13,1.36,56.8,3.7,2.5%,60.0%,2.7%,62.2%,48.8%,44.4%
2019 M15 Orange Park FL R16,W vs Mantilla,1.39,2.18,37.4,2.3,3.2%,61.3%,0.0%,70.0%,47.6%,62.5%
2019 M15 Orange Park FL R32,W vs Richmond,1.13,1.50,47.2,2.6,3.1%,56.3%,0.0%,67.9%,53.3%,48.1%
2019 M15 Sunrise FL F,W vs Korda,1.21,1.17,73.8,6.0,1.7%,50.0%,0.0%,66.7%,44.4%,36.6%
2019 M15 Sunrise FL SF,W vs Ritschard,1.05,1.75,46.0,2.3,3.7%,74.1%,0.0%,65.2%,56.0%,42.9%
2019 M15 Sunrise FL QF,W vs Adams,1.12,1.16,72.9,3.1,0.0%,58.6%,0.0%,62.3%,44.0%,37.8%
2019 M15 Sunrise FL R16,W vs Kozlov,0.98,1.27,59.6,3.7,0.0%,54.3%,2.9%,61.8%,57.1%,51.6%
2025 (1 matches),,0.83,0.85,78.8,9.7,1.8%,55.4%,6.4%,53.2%,40.0%,54.3%
2024 (2 matches),,1.02,1.11,70.7,3.3,5.7%,62.1%,0.0%,58.5%,43.9%,41.8%
2022 (1 matches),,0.90,0.59,39.5,3.4,5.7%,60.0%,3.3%,50.0%,26.7%,32.0%
2019 (49 matches),,1.06,1.36,53.4,2.6,2.8%,63.2%,0.9%,62.9%,47.3%,47.2%
2018 (8 matches),,1.02,0.89,50.9,3.0,3.2%,57.4%,2.3%,60.3%,33.1%,39.2%
Career (85 matches),,1.02,1.11,53.1,2.7,3.5%,61.2%,2.2%,60.0%,42.4%,43.4%
