Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
19-Jan-2026,Soma Bay CH,Hard,R32,222,252,Kimmer Coppejans [BEL] d. (6) Popko,1-6 6-3 6-2,0.92,2.3%,1.1%,67.8%,57.6%,53.6%,9/13,2:26
19-Jan-2026,Australian Open,Hard,Q1,222,113,(6) Mackenzie Mcdonald [USA] d. Popko,6-7(4) 6-4 7-5,0.79,6.7%,0.8%,53.3%,70.3%,55.4%,10/13,2:37
24-Nov-2025,Bogota CH,Clay,R32,224,621,(Q) Karl Poling [USA] d. (4) Popko,3-6 4-1 RET,0.88,6.8%,6.8%,38.6%,64.7%,51.9%,4/6,1:03
17-Nov-2025,Florianopolis CH,Clay,R32,227,476,Mateus Alves [BRA] d. (4) Popko,2-0 RET,0.25,0.0%,20.0%,60.0%,33.3%,0.0%,0/1,0:09
13-Oct-2025,Lincoln CH,Hard,R32,219,331,Alfredo Perez [USA] d. (6) Popko,6-4 6-4,0.97,0.0%,3.4%,44.8%,69.2%,56.3%,2/5,1:43
06-Oct-2025,Fairfield CH,Hard,R16,214,435,Daniel Milavsky [USA] d. (2) Popko,4-6 6-3 6-4,1.08,4.9%,4.9%,54.3%,72.7%,54.1%,3/6,2:12
06-Oct-2025,Fairfield CH,Hard,R32,214,443,(2) Popko d. Max Wiskandt [GER],6-3 7-5,1.33,7.0%,1.8%,57.9%,75.8%,50.0%,4/7,1:21
29-Sep-2025,Tiburon CH,Hard,QF,214,302,(SE) Abedallah Shelbayh [JOR] d. (6) Popko,6-4 6-2,0.58,1.6%,6.6%,49.2%,66.7%,45.2%,4/7,1:17
29-Sep-2025,Tiburon CH,Hard,R16,214,504,(6) Popko d. (Q) Bor Artnak [SLO],6-2 6-4,1.71,7.7%,3.8%,55.8%,79.3%,60.9%,3/4,1:31
29-Sep-2025,Tiburon CH,Hard,R32,214,389,(6) Popko d. (NG) Federico Bondioli [ITA],6-2 5-7 6-2,1.29,2.2%,4.5%,61.8%,78.2%,44.1%,6/8,2:15
22-Sep-2025,Las Vegas CH,Hard,R16,214,410,Andre Ilagan [USA] d. (6) Popko,6-4 6-4,0.86,10.0%,4.0%,62.0%,67.7%,57.9%,1/4,1:12
22-Sep-2025,Las Vegas CH,Hard,R32,214,707,(6) Popko d. (Q) Quinn Vandecasteele [USA],6-4 7-5,1.07,3.4%,9.2%,49.4%,76.7%,52.3%,3/3,1:47
12-Sep-2025,Davis Cup WG1 R1: KOR vs KAZ,Hard,RR,220,379,Hyeon Chung [KOR] d. Popko,6-3 7-5,,,,,,,,
01-Sep-2025,Genoa CH,Clay,R16,237,34,(1) Luciano Darderi [ITA] d. Popko,6-3 6-3,0.79,1.9%,3.8%,55.8%,62.1%,17.4%,1/7,1:10
01-Sep-2025,Genoa CH,Clay,R32,237,279,Popko d. Marco Cecchinato [ITA],6-4 6-2,2.07,4.0%,4.0%,74.0%,83.8%,61.5%,3/3,1:20
25-Aug-2025,Porto 2 CH,Clay,R32,237,263,Dimitar Kuzmanov [BUL] d. (6) Popko,6-3 6-4,0.59,2.1%,0.0%,64.6%,74.2%,47.1%,2/4,1:23
25-Aug-2025,US Open,Hard,Q2,237,184,Ugo Blanchet [FRA] d. Popko,6-3 6-4,0.85,5.1%,8.5%,62.7%,67.6%,36.4%,2/5,1:30
25-Aug-2025,US Open,Hard,Q1,237,143,Popko d. (26) Thiago Seyboth Wild [BRA],7-6(4) 6-3,1.15,11.4%,2.9%,52.9%,89.2%,51.5%,1/2,1:39
