Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,1-2,33.3%,11-13,45.8%,0-0,-,1,66.7%,25.0%,2.3%,1.1%,67.8%,57.6%,53.6%,56.3%,40.2%,48.3%,0.92,R32 (Soma Bay)
2025,40,19,21,47.5%,45-43,51.1%,431-415,50.9%,4-6,40.0%,40,77.1%,24.3%,5.8%,4.2%,54.5%,72.3%,49.9%,62.1%,39.0%,50.3%,1.03,W (Morelia)
2024,60,33,27,55.0%,78-65,54.5%,753-684,52.4%,8-22,26.7%,59,76.3%,29.4%,6.2%,3.1%,51.6%,71.5%,51.8%,62.0%,40.4%,51.2%,1.06,F (2x)
2023,8,2,6,25.0%,6-12,33.3%,66-93,41.5%,1-0,100.0%,8,61.3%,21.0%,6.9%,4.0%,53.7%,65.3%,43.2%,55.0%,35.7%,45.5%,0.79,R16 (2x)
2022,34,13,21,38.2%,33-49,40.2%,340-422,44.6%,4-4,50.0%,34,65.7%,23.2%,6.2%,5.7%,53.1%,65.8%,46.2%,56.6%,38.1%,47.5%,0.88,SF (2x)
2021,54,29,25,53.7%,66-56,54.1%,605-555,52.2%,3-7,30.0%,54,72.4%,32.2%,4.7%,4.3%,53.4%,68.1%,49.1%,59.3%,41.5%,50.5%,1.02,W (Lisboa)
2020,42,23,19,54.8%,52-45,53.6%,481-449,51.7%,2-5,28.6%,42,70.1%,33.5%,4.0%,5.8%,55.7%,66.3%,47.8%,58.1%,42.7%,50.6%,1.02,SF (2x)
2019,37,24,13,64.9%,49-33,59.8%,415-351,54.2%,6-4,60.0%,37,78.2%,29.8%,4.4%,2.5%,62.8%,69.1%,51.6%,62.6%,41.4%,51.9%,1.11,F (Shymkent)
2018,11,6,5,54.5%,15-14,51.7%,140-139,50.2%,2-1,66.7%,11,75.2%,25.2%,4.4%,1.7%,66.8%,67.6%,48.2%,61.2%,39.3%,50.5%,1.01,SF (Punta Del Este)
2017,31,13,18,41.9%,30-39,43.5%,319-340,48.4%,1-5,16.7%,31,72.6%,24.4%,5.6%,3.2%,58.6%,65.5%,52.4%,60.1%,38.2%,49.3%,0.96,SF (2x)
2016,39,19,20,48.7%,42-49,46.2%,418-446,48.4%,7-6,53.8%,39,73.0%,23.4%,5.8%,3.6%,59.4%,67.7%,49.4%,60.3%,37.5%,49.2%,0.94,QF (6x)
2015,8,4,4,50.0%,9-10,47.4%,86-91,48.6%,0-1,0.0%,8,64.8%,33.0%,2.2%,4.6%,71.8%,60.0%,46.3%,56.1%,42.5%,49.2%,0.97,SF (Astana)
2014,2,1,1,50.0%,2-3,40.0%,17-27,38.6%,1-0,100.0%,2,45.5%,28.6%,0.6%,4.5%,76.6%,51.7%,44.4%,50.0%,43.6%,46.9%,0.87,R16 (Astana II)
2013,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,2.1%,8.5%,46.8%,63.6%,24.0%,42.6%,32.7%,37.4%,0.57,R32 (Astana)
Career,368,186,182,50.5%,428-422,50.4%,4084-4037,50.3%,39-61,39.0%,367,72.8%,27.9%,5.2%,4.0%,56.5%,68.0%,49.5%,59.9%,40.0%,50.1%,1.00,
