Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),231,239,370,1398,307,1406,338,1350,261,1329,,,,
2025,223,255,358,1410,294,1423,337,1356,255,1335,,,,
2024,181,318,317,1429,300,1397,273,1416,,,394,140,,
2023,455,95,,,,,,,,,,,,
2022,330,152,312,1425,267,1416,293,1395,,,,,,
2021,180,369,215,1534,220,1460,158,1554,219,1411,,,,
2020,170,381,144,1590,148,1533,126,1564,,,625,59,,
2019,186,271,189,1564,177,1526,163,1524,,,969,25,,
2018,351,59,239,1489,234,1443,224,1461,,,574,18,,
2017,224,233,318,1384,303,1354,279,1371,,,511,101,,
2016,223,238,293,1407,261,1397,284,1356,225,1364,332,201,,
2015,257,204,,,,,,,,,744,63,,
2014,633,43,,,,,,,,,738,56,,
2013,1202,6,,,,,,,,,1369,12,,
2012,1347,3,,,,,,,,,,,,
