Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Wimbledon R32,L vs Muller,104.5,113.4,7.1,115.5,110.0,123,89,90.8,3.6,94.0,91.3,97,84
2017 Wimbledon R64,W vs Dzumhur,107.3,117.1,5.1,118.6,113.6,125,103,90.0,4.9,94.0,98.0,99,78
2017 Wimbledon R128,W vs Karlovic,102.0,111.1,11.3,114.0,108.8,125,76,87.0,7.3,90.3,86.6,100,71
2017 Roland Garros R64,L vs Vesely,101.7,116.3,6.1,,,127,100,86.5,6.1,,,101,75
2017 Roland Garros R128,W vs Harrison,99.0,117.0,6.2,,,124,101,85.8,6.0,,,98,75
2016 US Open R128,L vs Kyrgios,106.1,116.0,7.2,,,124,88,90.4,6.5,,,102,73
2016 Wimbledon R128,L vs Gasquet,103.0,114.7,5.5,117.3,110.9,123,104,86.0,7.5,86.5,84.0,98,66
2016 Roland Garros R32,L vs Djokovic,105.1,115.8,5.1,117.7,110.2,124,105,89.6,6.9,95.0,86.4,101,68
2016 Roland Garros R64,W vs Carreno Busta,97.8,113.4,6.2,,,124,95,80.6,8.4,,,100,63
2016 Roland Garros R128,W vs Melzer,102.9,113.6,5.6,,,123,97,84.0,5.8,,,101,72
2015 US Open R64,L vs Young,103.4,113.1,7.6,,,126,97,89.7,4.3,,,98,81
2015 Wimbledon R64,L vs Troicki,108.6,115.3,6.9,,,125,94,94.7,3.9,,,106,84
2015 Australian Open R128,L vs Djokovic,111.1,120.8,4.6,,,127,107,96.3,5.9,,,108,82
2013 Roland Garros R128,L vs Tsonga,108.5,,,,,124,,,,,,,78
Career (14 matches),,104.1,114.7,6.9,116.3,110.4,127,76,88.1,6.1,90.8,87.0,108,63
