Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2022,347,140,126,1656,94,1652,83,1663,101,1567,,,,
2021,109,715,58,1780,50,1745,52,1730,50,1662,,,,
2020,58,1045,32,1825,33,1776,24,1781,,,742,45,,
2019,58,905,38,1831,40,1779,30,1787,40,1691,452,90,,
2018,67,780,49,1789,53,1727,34,1780,53,1666,,,,
2017,49,993,35,1857,38,1787,33,1815,33,1732,550,90,,
2016,101,592,84,1727,75,1692,74,1692,77,1609,248,288,126,1437
2015,45,939,57,1781,55,1732,46,1757,71,1626,532,107,,
2014,145,370,97,1689,98,1629,74,1686,114,1553,,,,
2013,95,573,84,1717,107,1613,61,1723,113,1558,150,483,113,1522
2012,86,583,117,1659,133,1582,84,1681,121,1532,361,171,,
2011,165,307,81,1718,82,1670,81,1668,,,349,163,,
2010,540,48,,,,,,,,,,,,
2009,303,139,,,,,,,,,667,54,,
2008,1665,1,,,,,,,,,,,,
