Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Budapest R16,L vs Berrettini,73% (8/11),- (0/0),0/2,0/0,75% (6/8),2/4,0/1,56% (5/9),33% (3/9)
2019 Budapest R32,W vs Tomic,69% (9/13),43% (3/7),2/6,1/2,50% (2/4),0/0,0/0,67% (4/6),50% (3/6)
2019 Monte Carlo R64,L vs Albot,45% (5/11),100% (1/1),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2019 Marrakech R32,L vs Paire,62% (8/13),44% (7/16),1/1,0/0,47% (7/15),0/2,0/1,- (0/0),- (0/0)
2019 Miami R128,L vs Mannarino,50% (9/18),50% (3/6),1/2,0/0,64% (9/14),0/2,0/1,- (0/0),- (0/0)
2019 Rio de Janeiro QF,W vs Dellien,50% (12/24),40% (4/10),2/2,1/1,82% (9/11),3/4,0/0,- (0/0),- (0/0)
2019 Rio de Janeiro R16,W vs Monteiro,50% (8/16),40% (4/10),2/6,1/4,80% (8/10),0/0,0/0,- (0/0),- (0/0)
2019 Rio de Janeiro R32,W vs Cecchinato,56% (10/18),75% (3/4),2/2,1/1,60% (3/5),1/1,0/0,100% (4/4),75% (3/4)
2019 Buenos Aires R16,L vs Schwartzman,54% (7/13),71% (5/7),1/1,0/0,57% (8/14),1/3,1/2,- (0/0),- (0/0)
2019 Buenos Aires R32,W vs Andreozzi,62% (8/13),33% (5/15),2/4,1/1,62% (8/13),0/1,0/0,100% (6/6),17% (1/6)
2019 Cordoba QF,L vs Cuevas,75% (6/8),50% (1/2),0/0,0/0,75% (9/12),0/2,0/1,20% (1/5),25% (1/4)
2019 Cordoba R16,W vs Fognini,46% (6/13),75% (6/8),2/3,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 Cordoba R32,W vs Marterer,67% (10/15),20% (2/10),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Australian Open R128,L vs Zverev,47% (7/15),67% (2/3),0/0,0/0,25% (2/8),2/5,1/2,- (0/0),- (0/0)
2019 Sydney Q1,L vs Garcia Lopez,58% (11/19),67% (6/9),1/4,0/2,33% (3/9),2/4,1/2,50% (3/6),20% (1/5)
2018 Moscow R16,L vs Berankis,65% (13/20),45% (5/11),1/5,0/4,57% (4/7),3/5,1/2,45% (5/11),27% (3/11)
2018 Moscow R32,W vs Djere,60% (15/25),29% (2/7),2/4,1/1,80% (8/10),2/3,0/0,75% (3/4),80% (4/5)
2018 Orleans CH F,W vs Hoang,56% (10/18),75% (6/8),2/2,1/1,71% (10/14),3/4,1/1,71% (5/7),43% (3/7)
2018 Orleans CH SF,W vs De Schepper,83% (10/12),67% (2/3),2/3,1/2,100% (3/3),1/1,0/0,86% (6/7),29% (2/7)
2018 Orleans CH QF,W vs Stakhovsky,71% (10/14),22% (2/9),2/4,1/1,80% (4/5),2/2,0/0,75% (6/8),38% (3/8)
2019 (15 matches),,56.4%,48.1%,48.6%,50.0%,58.3%,38.7%,27.3%,63.9%,35.3%
2018 (40 matches),,64.8%,36.4%,56.0%,51.2%,64.9%,55.6%,57.1%,65.3%,39.7%
2017 (51 matches),,66.3%,38.8%,54.4%,61.0%,61.9%,52.0%,59.5%,67.4%,34.0%
2016 (39 matches),,65.5%,35.4%,46.7%,46.5%,60.6%,40.4%,17.4%,63.5%,38.9%
2015 (29 matches),,63.2%,45.6%,64.3%,60.0%,53.7%,50.7%,53.3%,61.7%,47.9%
Career (263 matches),,64.2%,39.9%,54.2%,56.9%,59.8%,47.1%,44.4%,63.7%,40.2%
