Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,9,4,5,44.4%,3,1,2,33.3%,2018,2025,R64,9,0.99,2.9%,2.1%,71.7%,63.6%,51.0%,60.0%,39.6%,56.2%,41.9%
Roland Garros,6,Clay,8,2,6,25.0%,2,0,2,0.0%,2018,2025,R128,7,0.92,0.9%,1.9%,78.5%,58.4%,46.0%,55.7%,40.8%,52.5%,37.0%
Wimbledon,3,Grass,3,0,3,0.0%,0,0,0,-,2018,2025,R128,2,0.71,1.5%,3.0%,62.6%,63.8%,40.8%,55.2%,32.0%,58.6%,42.9%
US Open,6,Hard,10,4,6,40.0%,4,2,2,50.0%,2019,2024,R64,10,0.94,2.9%,5.0%,66.5%,67.0%,47.9%,60.6%,37.2%,53.7%,33.0%
Olympics,2,,3,1,2,33.3%,1,0,1,0.0%,2021,2024,R32,1,0.95,1.1%,0.0%,77.5%,60.9%,55.0%,59.6%,38.5%,55.6%,25.0%
Davis Cup,7,,12,6,6,50.0%,1,1,0,100.0%,2016,2026,,3,0.71,0.6%,6.0%,62.5%,57.1%,38.1%,50.0%,35.3%,51.7%,37.5%
Bastad,2,Clay,3,1,2,33.3%,0,0,0,-,2024,2025,R16,3,0.88,3.7%,0.5%,71.6%,58.1%,51.9%,56.3%,38.3%,57.1%,25.0%
Marrakech,2,Clay,4,2,2,50.0%,0,0,0,-,2024,2025,R16,4,0.99,3.4%,1.0%,70.2%,66.7%,59.1%,64.4%,35.4%,81.1%,50.0%
Buenos Aires,2,Clay,9,6,3,66.7%,5,3,2,60.0%,2021,2025,QF,9,1.04,2.4%,3.6%,72.7%,62.5%,44.7%,57.6%,44.2%,60.5%,48.1%
Basel,2,Hard,3,1,2,33.3%,4,2,2,50.0%,2023,2024,Q2,3,0.89,2.3%,3.3%,65.1%,62.6%,53.8%,59.5%,36.1%,67.6%,61.5%
Shanghai Masters,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2024,R128,2,0.74,2.7%,3.6%,68.2%,56.0%,42.9%,51.8%,35.8%,36.4%,10.0%
Monte Carlo Masters,2,Clay,5,3,2,60.0%,0,0,0,-,2021,2024,R32,5,0.91,0.8%,2.1%,67.5%,60.3%,51.6%,57.5%,38.8%,52.5%,63.3%
