Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),281,185,282,1487,266,1448,218,1488,239,1376,,,,
2025,277,195,206,1557,187,1528,174,1533,216,1411,,,,
2024,98,622,161,1606,172,1536,122,1605,192,1458,,,,
2023,138,450,182,1573,165,1534,159,1540,,,,,,
2022,502,70,307,1434,264,1419,289,1399,,,,,,
2021,222,290,238,1504,237,1441,207,1476,,,,,,
2020,136,475,155,1575,181,1483,121,1574,,,795,40,,
2019,130,423,139,1632,193,1506,102,1617,,,1204,15,,
2018,340,67,353,1330,318,1331,339,1260,242,1338,595,17,,
2017,223,233,,,,,,,,,660,68,,
2016,356,128,,,,,,,,,1021,27,,
2015,421,101,,,,,,,,,892,41,,
2014,1569,2,,,,,,,,,,,,
2013,1674,1,,,,,,,,,,,,
