Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Corentin Moutet [FRA],2,5,28.6%,0,0,0,-,2019,2025,7,0.90,2.8%,1.9%,68.1%,59.6%,46.7%,55.5%,40.1%,61.5%,35.8%
7,Ramkumar Ramanathan [IND],1,6,14.3%,2,0,2,0.0%,2013,2023,5,0.87,0.9%,5.0%,70.5%,65.6%,46.3%,59.9%,34.9%,51.5%,34.6%
5,Jay Clarke [GBR],5,0,100.0%,1,1,0,100.0%,2017,2025,5,1.27,1.4%,4.1%,65.7%,66.8%,50.0%,61.0%,49.6%,53.3%,45.6%
5,Geoffrey Blancaneaux [FRA],4,1,80.0%,2,1,1,50.0%,2020,2025,5,1.19,0.9%,2.1%,73.1%,64.1%,57.8%,62.4%,44.7%,74.2%,50.0%
5,Niki Kaliyanda Poonacha [IND],4,1,80.0%,0,0,0,-,2015,2024,1,0.78,0.0%,0.0%,83.7%,58.5%,62.5%,59.2%,31.7%,0.0%,100.0%
5,Stefano Travaglia [ITA],1,4,20.0%,2,0,2,0.0%,2016,2023,4,0.89,0.8%,5.1%,69.1%,60.1%,45.2%,55.5%,39.7%,44.8%,44.4%
5,N Vijay Sundar Prashanth [IND],2,3,40.0%,3,2,1,66.7%,2015,2017,1,3.88,3.0%,6.1%,60.6%,100.0%,61.5%,84.8%,58.8%,0,62.5%
4,Facundo Diaz Acosta [ARG],2,2,50.0%,2,2,0,100.0%,2021,2024,4,1.01,2.3%,2.6%,68.5%,64.6%,50.4%,60.2%,40.3%,62.2%,53.3%
4,Norbert Gombos [SVK],1,3,25.0%,1,1,0,100.0%,2019,2021,4,0.81,2.0%,6.9%,61.8%,60.3%,46.2%,54.9%,36.4%,43.8%,36.7%
4,Adrian Menendez Maceiras [ESP],1,3,25.0%,3,2,1,66.7%,2015,2018,4,0.89,3.0%,3.6%,54.5%,64.3%,52.4%,58.9%,36.7%,68.1%,39.1%
3,Henri Squire [GER],2,1,66.7%,1,0,1,0.0%,2022,2026,3,1.10,2.8%,4.4%,75.0%,61.9%,42.9%,57.1%,47.2%,64.7%,44.1%
3,S D Prajwal Dev [IND],3,0,100.0%,0,0,0,-,2017,2026,2,1.80,9.8%,2.2%,64.1%,74.6%,66.7%,71.7%,50.9%,71.4%,50.0%
3,Frederico Ferreira Silva [POR],2,1,66.7%,0,0,0,-,2017,2025,2,1.05,0.8%,3.0%,75.0%,60.6%,42.4%,56.1%,46.1%,53.3%,45.0%
3,Nicolas Kicker [ARG],2,1,66.7%,0,0,0,-,2021,2025,3,1.05,2.5%,6.2%,70.4%,56.1%,41.7%,51.9%,50.7%,59.0%,55.9%
3,Giulio Zeppieri [ITA],1,2,33.3%,0,0,0,-,2019,2025,3,0.82,1.5%,3.9%,63.7%,67.7%,41.9%,58.3%,34.2%,58.3%,42.9%
