Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Davis Cup RR,L vs Den Ouden,15% (2/13),100% (2/2),0/4,42% (5/12),0% (0/5),1/2,1/1,0/1,0/0,0/0
2026 Davis Cup RR,L vs De Jong,40% (6/15),67% (4/6),1/6,43% (6/14),0% (0/6),3/4,1/1,1/1,0/0,0/0
2024 US Open R128,L vs Griekspoor,14% (2/14),100% (2/2),1/4,43% (6/14),0% (0/6),0/2,0/1,1/2,0/0,1/1
2024 Wimbledon R128,L vs Kecmanovic,28% (5/18),80% (4/5),1/7,50% (9/18),22% (2/9),2/4,1/1,4/4,0/0,2/2
2024 Monte Carlo R64,W vs Arnaldi,40% (6/15),100% (6/6),3/3,47% (7/15),43% (3/7),5/6,2/2,1/2,1/1,0/0
2023 Rome CH F,W vs De Jong,67% (6/9),100% (6/6),1/2,38% (3/8),33% (1/3),3/4,0/0,0/0,0/0,0/0
2021 Australian Open R128,L vs Berankis,33% (5/15),40% (2/5),1/4,57% (8/14),25% (2/8),2/2,0/0,1/3,0/0,0/0
2020 US Open R64,L vs Thiem,15% (2/13),100% (2/2),1/5,62% (8/13),13% (1/8),1/2,0/0,0/2,0/0,0/1
2020 US Open R128,W vs Klahn,56% (9/16),67% (6/9),0/1,13% (2/16),50% (1/2),5/5,2/2,0/0,1/1,0/0
2019 Banja Luka CH F,L vs Griekspoor,38% (3/8),33% (1/3),1/4,89% (8/9),38% (3/8),0/1,0/0,1/2,0/0,0/1
2019 US Open R128,L vs Federer,28% (5/18),60% (3/5),1/7,41% (7/17),0% (0/7),2/3,1/1,3/3,0/0,1/1
2019 Hamburg R32,L vs Gasquet,20% (2/10),100% (2/2),0/4,60% (6/10),33% (2/6),1/2,0/1,0/0,0/0,0/0
2019 Milan CH SF,L vs Petrovic,27% (3/11),100% (3/3),0/4,55% (6/11),0% (0/6),1/3,0/0,2/5,0/0,0/1
2019 Samarkand CH SF,L vs Menezes,47% (9/19),56% (5/9),2/6,61% (11/18),36% (4/11),4/4,1/1,1/1,0/0,0/0
2019 Samarkand CH QF,W vs Ortega Olmedo,45% (5/11),60% (3/5),1/1,18% (2/11),50% (1/2),3/3,2/3,0/0,1/1,0/0
2019 Rome CH R64,L vs Blanch,40% (4/10),50% (2/4),1/5,70% (7/10),29% (2/7),2/2,0/0,0/0,0/0,0/0
2019 Savannah CH SF,L vs Lorenzi,29% (4/14),100% (4/4),0/4,43% (6/14),0% (0/6),2/4,1/1,0/2,0/0,0/1
2019 Savannah CH QF,W vs Moutet,55% (6/11),83% (5/6),1/3,27% (3/11),0% (0/3),2/3,0/0,1/1,0/0,0/0
2019 Savannah CH R16,W vs Korda,73% (8/11),75% (6/8),3/4,40% (4/10),0% (0/4),2/4,0/1,0/0,0/1,0/0
2019 Savannah CH R64,W vs Varillas,38% (6/16),100% (6/6),1/3,31% (5/16),40% (2/5),5/6,2/2,1/1,1/1,1/1
2026 (2 matches),,28.6%,75.0%,10.0%,42.3%,0.0%,66.7%,100.0%,50.0%,-,-
2024 (3 matches),,27.7%,92.3%,35.7%,46.8%,22.7%,58.3%,75.0%,75.0%,100.0%,100.0%
2023 (1 matches),,66.7%,100.0%,50.0%,37.5%,33.3%,75.0%,-,-,-,-
2021 (1 matches),,33.3%,40.0%,25.0%,57.1%,25.0%,100.0%,-,33.3%,-,-
2020 (2 matches),,37.9%,72.7%,16.7%,34.5%,20.0%,85.7%,100.0%,0.0%,100.0%,0.0%
Career (59 matches),,39.6%,71.3%,26.8%,43.5%,19.6%,62.0%,71.4%,64.0%,68.4%,61.3%
