Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
34,Martina Navratilova [USA],1,33,2.9%,8,1,7,12.5%,1982,1993,0,,,,,,,,,,
19,Pam Shriver [USA],9,10,47.4%,2,0,2,0.0%,1982,1993,0,,,,,,,,,,
14,Steffi Graf [GER],2,12,14.3%,3,2,1,66.7%,1985,1995,0,,,,,,,,,,
14,Lori Mcneil [USA],6,8,42.9%,3,1,2,33.3%,1980,1995,0,,,,,,,,,,
14,Hana Mandlikova [AUS],5,9,35.7%,1,1,0,100.0%,1982,1987,0,,,,,,,,,,
13,Nathalie Tauziat [FRA],10,3,76.9%,2,1,1,50.0%,1986,1996,0,,,,,,,,,,
13,Arantxa Sanchez Vicario [ESP],2,11,15.4%,3,1,2,33.3%,1988,1995,0,,,,,,,,,,
13,Gabriela Sabatini [ARG],3,10,23.1%,2,2,0,100.0%,1985,1994,0,,,,,,,,,,
13,Claudia Kohde Kilsch [GER],7,6,53.8%,3,2,1,66.7%,1982,1992,0,,,,,,,,,,
12,Gigi Fernandez [USA],9,3,75.0%,4,2,2,50.0%,1986,1994,0,,,,,,,,,,
12,Natalia Zvereva [BLR],5,7,41.7%,2,0,2,0.0%,1989,1994,0,,,,,,,,,,
11,Chris Evert [USA],2,9,18.2%,1,1,0,100.0%,1982,1989,0,,,,,,,,,,
10,Katerina Maleeva [BUL],7,3,70.0%,2,2,0,100.0%,1985,1994,0,,,,,,,,,,
10,Jo Durie [GBR],6,4,60.0%,3,2,1,66.7%,1982,1993,0,,,,,,,,,,
9,Helena Sukova [CZE],3,6,33.3%,0,0,0,-,1983,1990,0,,,,,,,,,,
