Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,42,29,13,69.0%,6,4,2,66.7%,1982,1995,SF,0,,,,,,,,,,
Roland Garros,12,Clay,27,15,12,55.6%,3,1,2,33.3%,1982,1995,QF,0,,,,,,,,,,
Wimbledon,13,Grass,51,38,13,74.5%,5,3,2,60.0%,1982,1995,F,0,,,,,,,,,,
US Open,17,Hard,66,49,17,74.2%,15,9,6,60.0%,1980,1996,SF,0,,,,,,,,,,
Olympics,2,,5,3,2,60.0%,0,0,0,-,1988,1992,SF,0,,,,,,,,,,
Wightman Cup,2,Carpet,4,3,1,75.0%,1,0,1,0.0%,1987,1988,W,0,,,,,,,,,,
Fed Cup,5,,11,7,4,63.6%,0,0,0,-,1984,1991,,0,,,,,,,,,,
Houston,15,Clay,39,24,15,61.5%,12,6,6,50.0%,1980,1995,F,0,,,,,,,,,,
Hilton Head,13,Clay,32,19,13,59.4%,6,4,2,66.7%,1982,1996,SF,0,,,,,,,,,,
Oakland,12,Carpet,35,24,11,68.6%,7,5,2,71.4%,1984,1996,W,0,,,,,,,,,,
Chicago,11,Carpet,35,25,10,71.4%,4,2,2,50.0%,1986,1996,W,0,,,,,,,,,,
Eastbourne,11,Grass,34,23,11,67.6%,5,3,2,60.0%,1982,1995,SF,0,,,,,,,,,,
Birmingham,10,Grass,41,33,8,80.5%,6,2,4,33.3%,1983,1995,W,0,,,,,,,,,,
Washington,10,Hard,33,23,10,69.7%,5,4,1,80.0%,1982,1991,F,0,,,,,,,,,,
Key Biscayne,10,Hard,30,20,10,66.7%,1,0,1,0.0%,1987,1996,SF,0,,,,,,,,,,
Amelia Island,10,Clay,30,21,9,70.0%,6,3,3,50.0%,1983,1995,W,0,,,,,,,,,,
Virginia Slims Championships,10,Carpet,12,2,10,16.7%,2,1,1,50.0%,1983,1993,QF,0,,,,,,,,,,
