Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1991 Brighton F,L vs Graf,4.4,3.4,5.3,42.9%,57.9%,47.6%,40.0%,45.7%,87.2%,7.5,5.6,1.0,5.9
1990 Wimbledon F,L vs Navratilova,3.1,3.2,2.8,51.2%,24.3%,25.0%,0.0%,29.2%,44.4%,2.5,11.4,-5.0,-16.7
1990 Wimbledon SF,W vs Graf,3.8,3.6,4.2,50.5%,47.5%,56.5%,44.4%,42.1%,83.9%,1.5,2.6,0.5,3.6
1989 US Open SF,L vs Navratilova,3.0,3.1,2.9,48.4%,39.1%,40.0%,-,33.3%,60.8%,5.0,21.7,7.0,28.0
1989 San Diego F,L vs Graf,4.1,3.1,5.0,48.2%,45.8%,35.3%,61.5%,45.7%,93.0%,6.5,7.6,1.0,16.7
1989 Washington F,L vs Graf,3.3,3.9,2.7,35.9%,48.1%,0.0%,0.0%,50.0%,91.3%,-2.0,-8.0,0.0,0.0
1988 Olympics SF,L vs Graf,4.2,3.9,4.4,25.5%,46.7%,20.0%,40.0%,47.5%,93.7%,-2.5,-5.2,-1.5,-50.0
1988 US Open SF,L vs Sabatini,4.1,3.5,4.6,50.0%,40.9%,66.7%,45.5%,42.9%,75.8%,2.5,3.0,1.0,3.7
1985 Wimbledon SF,L vs Navratilova,2.9,3.2,2.4,46.6%,45.3%,100.0%,-,39.4%,48.5%,5.5,15.3,9.5,33.9
Career (9 matches),,3.7,3.4,4.0,45.7%,44.6%,47.0%,43.3%,42.8%,78.0%,2.9,5.2,1.5,8.9
