Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1991 Brighton F,L vs Graf,17.9%,25.3%,36.0%,25.9%,32.8%,41.9%,17.2%,34.5%,25.0%,5.9%,14.7%,28.1%,35.7%,80.0%,100.0%,-55
1990 Wimbledon F,L vs Navratilova,20.0%,41.4%,42.6%,28.3%,47.8%,42.4%,77.3%,20.8%,40.0%,4.5%,31.8%,42.9%,90.9%,45.5%,0.0%,-71
1990 Wimbledon SF,W vs Graf,21.8%,37.6%,49.4%,27.1%,48.6%,54.9%,16.1%,61.5%,62.5%,10.3%,13.8%,38.5%,41.7%,82.4%,100.0%,-26
1989 US Open SF,L vs Navratilova,17.4%,34.8%,40.7%,16.2%,35.1%,45.2%,35.3%,15.0%,50.0%,20.7%,37.9%,34.8%,25.0%,29.4%,0.0%,-26
1989 San Diego F,L vs Graf,26.4%,31.9%,26.1%,27.3%,31.8%,15.6%,4.0%,78.9%,66.7%,33.3%,42.9%,50.0%,28.6%,42.9%,50.0%,169
1989 Washington F,L vs Graf,19.1%,34.0%,38.9%,23.3%,46.7%,52.2%,14.3%,56.3%,0.0%,13.3%,13.3%,15.4%,33.3%,77.8%,0.0%,17
1988 Olympics SF,L vs Graf,10.8%,16.2%,25.9%,15.4%,23.1%,27.3%,0.0%,45.5%,66.7%,0.0%,0.0%,20.0%,100.0%,25.0%,-,-119
1988 US Open SF,L vs Sabatini,19.7%,34.2%,44.1%,24.5%,45.3%,37.5%,27.6%,66.7%,71.4%,13.6%,13.6%,57.9%,44.4%,84.6%,100.0%,-3
1985 Wimbledon SF,L vs Navratilova,13.3%,37.8%,46.4%,15.9%,39.1%,48.3%,81.8%,19.4%,20.0%,7.1%,35.7%,42.3%,33.3%,0.0%,0.0%,-62
Career (9 matches),,18.8%,33.5%,40.6%,23.1%,40.0%,42.0%,33.0%,43.1%,46.8%,12.7%,24.9%,38.0%,42.9%,53.7%,47.4%,12
