Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,11,1,10,9.1%,4-18,18.2%,83-119,41.1%,1-1,50.0%,0,,,,,,,,,,,,R16 (Philadelphia)
1995,41,25,16,61.0%,55-35,61.1%,423-344,55.1%,5-3,62.5%,0,,,,,,,,,,,,W (Birmingham)
1994,40,24,16,60.0%,44-40,52.4%,387-376,50.7%,7-2,77.8%,0,,,,,,,,,,,,F (Birmingham)
1993,62,43,19,69.4%,85-41,67.5%,640-478,57.2%,8-4,66.7%,0,,,,,,,,,,,,W (2x)
1992,56,36,20,64.3%,76-45,62.8%,588-482,55.0%,5-3,62.5%,0,,,,,,,,,,,,W (Oklahoma)
1991,56,38,18,67.9%,77-43,64.2%,585-468,55.6%,3-3,50.0%,0,,,,,,,,,,,,F (2x)
1990,71,51,20,71.8%,107-46,69.9%,785-539,59.3%,4-5,44.4%,0,,,,,,,,,,,,W (Birmingham)
1989,74,59,15,79.7%,117-36,76.5%,842-498,62.8%,10-3,76.9%,0,,,,,,,,,,,,W (3x)
1988,75,54,21,72.0%,107-50,68.2%,793-553,58.9%,7-3,70.0%,0,,,,,,,,,,,,F (Indianapolis)
1987,66,48,18,72.7%,98-40,71.0%,710-489,59.2%,7-6,53.8%,0,,,,,,,,,,,,W (3x)
1986,71,49,22,69.0%,95-48,66.4%,719-535,57.3%,8-7,53.3%,0,,,,,,,,,,,,W (Indianapolis Indoors)
1985,72,53,19,73.6%,108-43,71.5%,793-526,60.1%,4-11,26.7%,0,,,,,,,,,,,,W (2x)
1984,68,47,21,69.1%,91-52,63.6%,710-538,56.9%,7-3,70.0%,0,,,,,,,,,,,,W (Zurich)
1983,57,38,19,66.7%,70-37,65.4%,518-420,55.2%,7-6,53.8%,0,,,,,,,,,,,,F (Indianapolis)
1982,40,24,16,60.0%,48-37,56.5%,382-347,52.4%,4-3,57.1%,0,,,,,,,,,,,,SF (3x)
1981,10,5,5,50.0%,13-10,56.5%,105-91,53.6%,0-0,-,0,,,,,,,,,,,,F (Detroit ATA Chps)
1980,4,2,2,50.0%,5-4,55.6%,41-36,53.2%,0-0,-,0,,,,,,,,,,,,W (Atlanta ATA Chps)
Career,874,597,277,68.3%,1200-625,65.8%,9104-6839,57.1%,87-63,58.0%,0,,,,,,,,,,,,
