Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,207,96,111,46.4%,245-277,46.9%,2472-2587,48.9%,37-44,45.7%,204,72.6%,26.1%,3.3%,2.8%,66.9%,64.8%,51.2%,60.3%,39.2%,49.6%,0.99
Clay,380,236,144,62.1%,540-364,59.7%,4593-3999,53.5%,57-61,48.3%,361,74.4%,32.5%,2.6%,2.3%,68.4%,65.0%,53.2%,61.3%,42.2%,51.6%,1.09
Grass,18,7,11,38.9%,24-33,42.1%,278-294,48.6%,5-5,50.0%,18,80.3%,17.3%,4.0%,3.0%,69.7%,68.6%,54.3%,64.3%,34.4%,49.4%,0.96
Carpet,12,4,8,33.3%,10-19,34.5%,128-149,46.2%,1-2,33.3%,8,77.0%,18.2%,5.3%,4.0%,60.7%,69.7%,50.2%,62.0%,36.0%,48.9%,0.95
Grand Slams,75,31,44,41.3%,120-152,44.1%,1275-1366,48.3%,21-27,43.8%,75,72.5%,24.3%,3.2%,2.4%,69.4%,64.1%,53.1%,60.7%,38.4%,49.4%,0.98
Masters,155,80,75,51.6%,183-170,51.8%,1705-1662,50.6%,17-28,37.8%,154,72.9%,29.6%,2.6%,2.5%,68.9%,64.5%,51.3%,60.4%,40.9%,50.4%,1.03
Other Tours,364,221,143,60.7%,481-337,58.8%,4175-3685,53.1%,57-54,51.4%,361,75.2%,31.0%,3.0%,2.6%,66.8%,65.8%,52.8%,61.5%,41.5%,51.4%,1.08
Best of 5,91,37,54,40.7%,143-182,44.0%,1504-1621,48.1%,24-30,44.4%,76,72.2%,24.2%,3.2%,2.4%,69.5%,63.9%,52.9%,60.6%,38.3%,49.2%,0.97
Best of 3,526,306,220,58.2%,676-511,57.0%,5967-5408,52.5%,76-82,48.1%,515,74.5%,30.6%,2.9%,2.6%,67.4%,65.4%,52.4%,61.2%,41.3%,51.1%,1.06
Finals,23,10,13,43.5%,26-30,46.4%,274-266,50.7%,1-8,11.1%,22,73.8%,28.8%,2.4%,2.0%,71.2%,65.1%,49.4%,60.6%,41.5%,50.9%,1.05
Semi-finals,34,21,13,61.8%,46-33,58.2%,389-370,51.3%,7-4,63.6%,34,72.9%,29.3%,2.7%,2.2%,68.2%,63.6%,52.9%,60.2%,40.6%,50.4%,1.02
Quarter-finals,65,34,31,52.3%,79-73,52.0%,736-709,50.9%,9-8,52.9%,64,73.6%,28.9%,2.9%,2.6%,68.0%,65.4%,52.0%,61.1%,40.7%,50.8%,1.05
vs Righties,523,293,230,56.0%,701-585,54.5%,6362-5943,51.7%,83-98,45.9%,499,74.1%,29.6%,2.9%,2.6%,67.9%,65.1%,52.4%,61.0%,40.8%,50.8%,1.05
vs Lefties,94,50,44,53.2%,118-108,52.2%,1109-1086,50.5%,17-14,54.8%,92,73.8%,28.4%,3.5%,2.5%,67.2%,65.3%,52.7%,61.2%,40.4%,50.5%,1.04
vs Top 10,76,20,56,26.3%,57-137,29.4%,749-1048,41.7%,7-13,35.0%,73,64.1%,21.7%,2.0%,2.4%,67.8%,61.2%,47.5%,56.8%,37.0%,46.8%,0.86
