Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2015 Nice QF,L vs Mayer,4.5,4.5,4.6,47.8%,37.1%,47.1%,58.3%,44.8%,8.4%,2.5,2.3,0.5,0.4
2015 Monte Carlo R32,L vs Wawrinka,4.5,5.1,3.7,42.4%,38.5%,27.8%,55.6%,57.5%,10.2%,-4.0,-3.5,-9.5,-12.0
2015 Buenos Aires F,L vs Nadal,5.2,5.4,5.1,44.2%,50.0%,40.0%,33.3%,51.4%,9.0%,6.5,5.2,-8.0,-7.3
2014 Madrid R32,L vs Nadal,5.7,7.6,4.1,22.6%,36.4%,46.7%,28.6%,46.1%,10.9%,-2.0,-2.2,-4.0,-4.1
2012 Hamburg F,W vs Haas,5.7,5.9,5.5,42.9%,54.8%,65.4%,54.2%,54.7%,9.9%,9.0,4.9,7.5,5.1
2012 Hamburg QF,W vs Chardy,4.8,5.6,4.3,56.5%,59.4%,66.7%,47.6%,50.9%,12.6%,7.0,5.1,0.5,0.4
2012 Miami SF,L vs Djokovic,6.0,6.0,6.0,48.3%,41.4%,30.4%,48.0%,59.7%,16.3%,-15.5,-7.4,-7.0,-5.7
2011 Paris QF,L vs Federer,4.3,4.7,3.9,43.2%,50.0%,50.0%,47.1%,57.1%,28.3%,7.0,5.5,-1.5,-2.1
2011 US Open R16,L vs Federer,4.5,5.3,3.5,33.8%,37.5%,28.6%,27.8%,55.9%,21.8%,-6.5,-5.3,-6.0,-7.8
2010 Shanghai SF,L vs Murray,6.2,6.3,6.1,41.9%,20.8%,25.0%,42.1%,59.1%,10.6%,-11.0,-7.6,-7.5,-8.2
Career (10 matches),,5.1,5.6,4.7,43.5%,44.0%,43.1%,44.1%,54.0%,13.4%,-0.7,-0.5,-3.5,-3.4
