Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,3,0,3,0.0%,1-6,14.3%,31-45,40.8%,1-2,33.3%,3,60.0%,23.7%,0.9%,0.9%,63.2%,60.4%,46.4%,55.3%,36.9%,45.6%,0.82,R32 (Houston)
2016,32,17,15,53.1%,37-37,50.0%,364-366,49.9%,4-6,40.0%,31,72.3%,27.8%,2.8%,1.5%,73.9%,63.3%,52.9%,60.6%,40.5%,50.3%,1.03,W (Houston)
2015,40,21,19,52.5%,51-47,52.0%,480-457,51.2%,3-11,21.4%,40,73.8%,29.3%,2.8%,1.9%,72.6%,63.7%,52.2%,60.5%,40.1%,50.3%,1.01,F (Buenos Aires)
2014,42,22,20,52.4%,54-51,51.4%,507-502,50.2%,9-9,50.0%,41,73.4%,28.8%,2.5%,2.1%,69.9%,64.1%,53.5%,60.9%,40.2%,50.4%,1.03,F (Gstaad)
2013,48,25,23,52.1%,65-57,53.3%,606-564,51.8%,7-12,36.8%,43,73.7%,30.8%,2.8%,2.6%,69.5%,64.7%,53.3%,61.2%,41.7%,51.1%,1.07,W (Dusseldorf)
2012,59,40,19,67.8%,95-56,62.9%,789-659,54.5%,12-8,60.0%,55,77.0%,31.3%,2.2%,2.6%,68.4%,66.9%,52.7%,62.4%,41.6%,51.9%,1.11,W (4x)
2011,59,31,28,52.5%,78-68,53.4%,704-674,51.1%,11-10,52.4%,52,73.6%,29.2%,2.6%,2.4%,66.1%,65.3%,51.9%,60.8%,40.9%,50.6%,1.04,F (2x)
2010,50,30,20,60.0%,72-55,56.7%,639-588,52.1%,13-6,68.4%,49,76.2%,27.9%,4.1%,3.2%,65.3%,67.3%,52.1%,62.0%,40.7%,51.3%,1.07,W (Dusseldorf)
2009,62,36,26,58.1%,83-61,57.6%,727-644,53.0%,9-9,50.0%,59,75.7%,31.3%,2.8%,2.9%,69.1%,65.6%,52.7%,61.6%,41.5%,51.3%,1.08,F (3x)
2008,49,28,21,57.1%,64-50,56.1%,552-533,50.9%,9-6,60.0%,47,71.2%,30.0%,3.6%,2.6%,65.9%,64.6%,51.1%,60.0%,41.0%,50.4%,1.03,F (2x)
2007,60,41,19,68.3%,95-61,60.9%,810-679,54.4%,8-12,40.0%,60,78.7%,30.7%,4.1%,2.5%,65.6%,67.8%,55.5%,63.6%,41.1%,52.2%,1.13,W (3x)
2006,41,18,23,43.9%,45-50,47.4%,456-465,49.5%,5-8,38.5%,41,72.2%,27.1%,2.5%,2.5%,65.1%,63.5%,53.3%,59.9%,40.0%,49.8%,1.00,SF (2x)
2005,43,18,25,41.9%,42-58,42.0%,452-506,47.2%,5-9,35.7%,42,71.5%,23.8%,2.7%,2.9%,66.4%,63.3%,50.9%,59.1%,37.9%,48.5%,0.93,F (Casablanca)
2004,29,16,13,55.2%,37-36,50.7%,354-347,50.5%,4-4,50.0%,28,68.3%,33.1%,2.4%,3.3%,67.0%,63.5%,48.4%,58.5%,42.2%,50.3%,1.02,SF (2x)
Career,617,343,274,55.6%,819-693,54.2%,7471-7029,51.5%,100-112,47.2%,591,74.1%,29.4%,3.0%,2.5%,67.8%,65.1%,52.5%,61.1%,40.7%,50.7%,1.05,
