Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2016 Wimbledon R64,L vs Tsonga,103.9,106.8,5.3,110.5,105.0,120,95,94.7,4.1,96.0,96.2,100,86
2016 Roland Garros R64,L vs Ferrer,99.7,102.8,9.2,,,120,72,89.5,8.0,,,100,69
2015 Wimbledon R64,L vs Kyrgios,108.8,112.6,5.5,,,123,99,98.0,5.0,,,105,88
2015 Australian Open R128,L vs Bolelli,98.4,103.6,12.0,,,122,73,88.1,8.3,,,99,64
2014 US Open R128,L vs Tsonga,103.9,108.7,8.5,,,125,83,86.6,4.3,,,96,78
2014 Roland Garros R64,L vs Seppi,98.4,101.6,10.0,,,121,77,87.4,7.6,,,97,72
2014 Roland Garros R128,W vs Pouille,96.3,99.0,11.3,,,117,74,86.1,7.5,,,97,72
2013 Wimbledon R32,L vs De Schepper,99.9,,,,,119,,,,,,,79
2013 Wimbledon R64,W vs Ram,106.2,,,,,123,,,,,,,77
2013 Australian Open R128,L vs Kuznetsov,93.8,,,,,118,,,,,,,69
2012 US Open R128,L vs Garcia Lopez,99.0,,,,,131,,,,,,,64
2012 Wimbledon R32,L vs Troicki,100.7,,,,,126,,,,,,,79
2012 Wimbledon R64,W vs Chardy,105.9,,,,,123,,,,,,,79
2012 Roland Garros R16,L vs Nadal,103.1,,,,,122,,,,,,,70
2012 Roland Garros R32,W vs Raonic,100.6,,,,,126,,,,,,,72
2012 Roland Garros R64,W vs Rosol,101.1,,,,,123,,,,,,,67
2012 Roland Garros R128,W vs Rufin,101.8,,,,,125,,,,,,,82
2012 Australian Open R128,L vs Kohlschreiber,100.9,,,,,126,,,,,,,67
2011 US Open R16,L vs Federer,104.7,110.2,7.7,,,124,95,93.0,6.9,,,104,69
2011 US Open R32,W vs Haas,102.3,108.4,10.0,,,129,86,88.1,7.7,,,101,72
Career (24 matches),,101.5,106.1,9.3,110.5,105.0,131,72,90.5,6.6,96.0,96.2,105,60
