Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Wimbledon R64,L vs Tsonga,14,23,0.6,9.2%,15.1%,13,22,0.6,9.2%,15.6%,7.1%,2.1%,2.7,21.1%,7.9%
2016 Wimbledon R128,W vs Daniel,42,75,0.6,15.8%,28.3%,33,71,0.5,13.5%,29.1%,9.0%,4.5%,0.4,6.8%,19.2%
2016 Roland Garros R64,L vs Ferrer,43,82,0.5,15.2%,29.0%,42,81,0.5,15.4%,29.8%,10.7%,4.0%,0.6,11.3%,20.1%
2015 Wimbledon R64,L vs Kyrgios,22,12,1.8,11.8%,6.5%,17,12,1.4,10.6%,7.5%,8.7%,1.2%,3.0,21.0%,7.0%
2015 Wimbledon R128,W vs Mayer,30,26,1.2,17.6%,15.3%,25,21,1.2,16.1%,13.5%,11.6%,1.3%,0.6,10.6%,17.6%
2015 Roland Garros R64,L vs Gabashvili,10,31,0.3,5.9%,18.3%,7,28,0.3,4.5%,17.8%,3.8%,0.6%,0.9,18.9%,21.9%
2015 Nice QF,L vs Mayer,9,21,0.4,6.8%,15.8%,9,20,0.5,7.0%,15.6%,2.3%,4.7%,0.5,15.8%,32.3%
2015 Monte Carlo Masters R32,L vs Wawrinka,5,23,0.2,4.5%,20.5%,4,21,0.2,3.8%,20.0%,3.8%,0.0%,0.7,20.5%,27.7%
2015 Buenos Aires F,L vs Nadal,9,28,0.3,9.2%,28.6%,9,28,0.3,9.3%,28.9%,6.2%,3.1%,1.2,18.4%,15.3%
2015 Australian Open R128,L vs Bolelli,21,55,0.4,9.8%,25.6%,14,53,0.3,7.0%,26.5%,3.5%,3.0%,0.7,15.3%,21.4%
2014 US Open R128,L vs Tsonga,23,38,0.6,9.3%,15.4%,18,33,0.5,8.5%,15.6%,3.8%,2.8%,1.0,19.4%,19.8%
2014 Roland Garros R64,L vs Seppi,25,40,0.6,11.5%,18.4%,24,39,0.6,11.7%,18.9%,8.3%,3.4%,1.1,20.7%,18.9%
2014 Roland Garros R128,W vs Pouille,16,18,0.9,10.2%,11.5%,16,15,1.1,10.5%,9.9%,6.6%,3.9%,0.5,13.4%,28.0%
2014 Madrid Masters R32,L vs Nadal,7,23,0.3,8.5%,28.0%,7,22,0.3,8.9%,27.8%,6.3%,2.5%,1.1,19.5%,18.3%
2013 Wimbledon R32,L vs De Schepper,27,18,1.5,12.4%,8.3%,26,17,1.5,12.7%,8.3%,,,1.0,18.0%,17.5%
2013 Wimbledon R64,W vs Ram,53,10,5.3,22.6%,4.3%,46,10,4.6,21.4%,4.7%,,,1.7,14.9%,8.9%
2013 Australian Open R128,L vs Kuznetsov,9,46,0.2,5.2%,26.6%,8,43,0.2,5.1%,27.2%,,,0.6,16.2%,28.3%
2012 US Open R128,L vs Garcia Lopez,34,44,0.8,9.7%,12.6%,26,39,0.7,8.1%,12.2%,,,0.6,12.0%,21.4%
2012 Hamburg F,W vs Haas,16,17,0.9,10.8%,11.5%,15,15,1.0,10.6%,10.6%,5.0%,5.7%,0.6,16.9%,26.4%
2012 Hamburg QF,W vs Chardy,11,20,0.6,8.4%,15.3%,11,19,0.6,8.9%,15.4%,6.5%,1.6%,0.5,14.5%,32.1%
Career (36 matches),,784,1142,0.7,11.1%,16.1%,690,1076,0.6,10.5%,16.4%,3.5%,1.5%,0.8,16.8%,20.4%
