Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Australian Open Q1,W vs Kuzmanov,20.4%,38.8%,65.8%,29.2%,28.1%,43.8%,69.6%,41.6%,70.6%,40.0%,-,6.3%,31.3%,60.0%,-53
2022 Sibiu CH F,L vs Fatic,16.9%,24.7%,44.3%,23.5%,20.0%,25.0%,43.8%,28.5%,32.1%,75.0%,85.7%,7.1%,28.6%,46.2%,-53
2020 Barcelona CH F,L vs Alcaraz,20.5%,32.9%,50.0%,29.3%,23.5%,39.2%,56.4%,36.1%,9.1%,96.6%,100.0%,15.0%,20.0%,35.3%,32
2019 Rotterdam QF,L vs Monfils,14.6%,18.8%,35.0%,16.9%,12.9%,16.1%,33.3%,16.5%,71.4%,52.9%,25.0%,18.8%,25.0%,38.5%,10
2019 Rotterdam R16,W vs Kukushkin,29.0%,40.3%,69.8%,37.1%,34.9%,44.2%,67.9%,46.5%,78.9%,41.7%,0.0%,16.7%,33.3%,73.3%,1
2019 Rotterdam R32,W vs Tsitsipas,20.2%,25.0%,50.8%,23.6%,27.7%,31.9%,52.9%,33.6%,59.1%,56.0%,66.7%,12.1%,18.2%,48.3%,1
2018 Shenzhen QF,L vs De Minaur,12.5%,17.2%,50.9%,19.7%,16.7%,22.2%,56.7%,29.4%,31.6%,29.4%,0.0%,7.4%,11.1%,44.0%,-39
2018 St Petersburg QF,L vs Wawrinka,27.5%,29.0%,42.9%,31.7%,24.5%,26.5%,45.9%,30.4%,58.3%,64.0%,66.7%,36.8%,36.8%,33.3%,-3
2018 Los Cabos SF,L vs Del Potro,15.3%,27.8%,49.2%,24.2%,17.9%,38.5%,53.1%,34.4%,40.0%,50.0%,100.0%,12.9%,16.1%,44.4%,13
2018 Antalya F,W vs Mannarino,28.6%,38.1%,51.2%,33.7%,36.1%,47.2%,56.5%,45.0%,72.2%,61.1%,0.0%,20.0%,28.0%,45.0%,33
2018 Roland Garros R32,L vs Zverev,11.0%,18.2%,53.4%,18.2%,12.9%,22.8%,55.7%,23.8%,45.7%,63.6%,62.5%,8.2%,10.2%,48.9%,-35
2017 Moscow F,W vs Berankis,24.8%,30.1%,45.0%,29.1%,28.6%,35.7%,46.0%,35.6%,50.0%,52.8%,40.0%,21.1%,23.7%,43.3%,87
2017 Beijing R32,L vs Dimitrov,21.6%,29.7%,48.3%,26.6%,26.5%,36.7%,44.4%,34.1%,19.0%,64.3%,75.0%,12.0%,16.0%,54.5%,-79
2017 Shenzhen QF,W vs Zverev,27.9%,35.3%,53.2%,33.8%,35.3%,41.2%,63.6%,47.1%,80.0%,50.0%,-,21.9%,31.3%,44.0%,10
2017 St Petersburg F,W vs Fognini,18.7%,30.8%,57.7%,27.5%,12.3%,29.8%,60.0%,26.3%,43.8%,68.0%,100.0%,32.3%,35.5%,52.4%,55
2017 Winston Salem F,L vs Bautista Agut,14.8%,19.8%,46.2%,18.3%,15.1%,18.9%,48.9%,20.4%,50.0%,81.5%,100.0%,16.7%,25.0%,40.0%,39
2017 Winston Salem QF,W vs Chung,28.0%,36.0%,58.3%,36.8%,30.6%,41.7%,60.0%,42.8%,72.2%,50.0%,-,21.4%,21.4%,54.5%,-79
2016 Moscow R32,W vs Khachanov,17.1%,30.8%,52.2%,25.7%,14.3%,31.2%,57.6%,27.4%,51.7%,66.7%,77.8%,25.7%,34.3%,38.5%,110
2016 Olympics R64,L vs Sela,20.6%,25.4%,40.9%,24.9%,23.1%,30.8%,43.3%,30.0%,55.0%,63.2%,50.0%,22.2%,22.2%,35.7%,65
2016 Istanbul R32,W vs Gabashvili,19.6%,33.3%,58.5%,27.8%,20.0%,35.0%,62.5%,30.5%,61.1%,68.2%,100.0%,18.2%,27.3%,44.4%,-79
Career (24 matches),,20.2%,28.5%,49.2%,26.4%,23.0%,33.1%,52.0%,32.7%,50.7%,62.7%,62.0%,17.2%,23.1%,44.1%,52
