Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Australian Open Q1,W vs Kuzmanov,6.4%,100.0%,15.3%,73.3%,13.3%,19.0%,0.0%,9.8%,16.7%,1.1%,33.3%,-103,-96
2022 Sibiu CH F,L vs Fatic,4.0%,33.3%,20.8%,63.0%,5.2%,6.4%,11.1%,4.9%,8.3%,3.3%,36.4%,-92,-80
2020 Barcelona CH F,L vs Alcaraz,0.0%,-,8.5%,57.1%,12.7%,20.8%,50.0%,3.6%,18.2%,5.0%,47.1%,-29,-28
2019 Rotterdam QF,L vs Monfils,0.0%,-,14.8%,31.3%,4.5%,8.7%,0.0%,7.5%,26.7%,1.6%,0.0%,-72,-75
2019 Rotterdam R16,W vs Kukushkin,5.1%,66.7%,15.8%,87.0%,10.4%,24.2%,0.0%,10.3%,25.0%,1.4%,40.0%,-76,-66
2019 Rotterdam R32,W vs Tsitsipas,1.2%,0.0%,9.9%,70.6%,11.3%,10.2%,0.0%,9.7%,19.4%,3.5%,54.5%,-52,-53
2018 Shenzhen QF,L vs De Minaur,1.6%,0.0%,17.3%,66.7%,6.1%,9.1%,0.0%,4.6%,28.0%,1.0%,0.0%,-83,-83
2018 St Petersburg QF,L vs Wawrinka,4.4%,66.7%,12.9%,56.3%,5.9%,4.0%,0.0%,3.1%,0.0%,4.1%,28.6%,-52,-93
2018 Los Cabos SF,L vs Del Potro,5.7%,75.0%,12.6%,58.8%,9.8%,10.0%,14.3%,5.9%,21.4%,4.2%,44.4%,-2,-11
2018 Antalya F,W vs Mannarino,8.9%,40.0%,16.9%,71.4%,10.0%,16.7%,7.7%,14.0%,36.4%,2.5%,16.7%,3,12
2018 Roland Garros R32,L vs Zverev,0.7%,100.0%,11.3%,91.9%,8.7%,16.9%,5.6%,6.2%,25.0%,5.2%,26.8%,-51,-63
2017 Moscow F,W vs Berankis,0.0%,-,6.8%,58.3%,8.8%,13.3%,0.0%,9.1%,33.3%,3.1%,50.0%,-74,-42
2017 Beijing R32,L vs Dimitrov,1.4%,100.0%,10.7%,72.2%,8.8%,18.6%,0.0%,5.3%,30.0%,2.1%,28.6%,-79,-81
2017 Shenzhen QF,W vs Zverev,6.0%,75.0%,14.1%,72.2%,10.5%,31.6%,0.0%,14.0%,31.3%,5.2%,10.0%,1,12
2017 St Petersburg F,W vs Fognini,4.5%,50.0%,12.0%,77.3%,9.8%,12.5%,28.6%,4.9%,28.6%,1.8%,57.1%,-35,-35
2017 Winston Salem F,L vs Bautista Agut,7.5%,33.3%,23.7%,64.5%,9.7%,13.8%,0.0%,7.8%,22.7%,3.7%,10.0%,-20,-25
2017 Winston Salem QF,W vs Chung,2.1%,100.0%,10.2%,72.7%,13.8%,23.8%,0.0%,8.8%,36.4%,3.4%,28.6%,-92,-71
2016 Moscow R32,W vs Khachanov,6.1%,71.4%,13.7%,70.0%,11.8%,20.5%,14.3%,9.4%,33.3%,5.5%,26.3%,-29,-37
2016 Olympics R64,L vs Sela,0.0%,-,18.7%,52.0%,10.1%,12.5%,0.0%,6.9%,19.0%,5.1%,15.4%,-44,-9
2016 Istanbul R32,W vs Gabashvili,0.0%,-,9.2%,81.8%,7.7%,16.7%,0.0%,8.4%,35.0%,7.9%,45.0%,-63,-68
Career (24 matches),,3.5%,60.7%,13.1%,67.0%,9.1%,13.9%,8.0%,7.0%,23.9%,3.6%,30.7%,-48,-44
