Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,207,91,116,44.0%,232-294,44.1%,2381-2656,47.3%,41-36,53.2%,190,69.8%,24.9%,3.2%,3.9%,63.1%,65.2%,49.2%,59.3%,38.3%,48.8%,0.94
Clay,104,50,54,48.1%,127-140,47.6%,1240-1239,50.0%,8-19,29.6%,95,71.4%,29.3%,2.0%,2.2%,68.7%,62.7%,51.6%,59.2%,41.2%,50.0%,1.01
Grass,21,10,11,47.6%,31-32,49.2%,295-297,49.8%,4-3,57.1%,20,77.0%,21.4%,4.4%,4.3%,64.1%,67.3%,51.5%,61.7%,35.8%,48.9%,0.93
Carpet,2,1,1,50.0%,4-5,44.4%,45-44,50.6%,0-2,0.0%,0,,,,,,,,,,,
Grand Slams,50,19,31,38.0%,77-110,41.2%,829-909,47.7%,8-9,47.1%,49,70.0%,25.4%,2.8%,3.8%,63.8%,64.9%,49.2%,59.2%,38.6%,48.9%,0.95
Masters,51,18,33,35.3%,43-72,37.4%,486-593,45.0%,8-7,53.3%,50,68.0%,22.3%,2.2%,3.3%,66.5%,63.9%,47.8%,58.5%,37.2%,47.9%,0.90
Other Tours,193,91,102,47.2%,211-239,46.9%,2096-2230,48.5%,28-37,43.1%,192,71.4%,26.0%,3.1%,3.4%,64.7%,64.5%,50.3%,59.5%,39.1%,49.3%,0.97
Best of 5,68,30,38,44.1%,115-138,45.5%,1170-1206,49.2%,14-14,50.0%,54,70.5%,27.0%,2.8%,3.8%,63.9%,65.1%,49.5%,59.5%,39.4%,49.4%,0.97
Best of 3,266,122,144,45.9%,279-333,45.6%,2791-3030,47.9%,39-46,45.9%,251,71.0%,25.6%,2.9%,3.3%,65.2%,64.4%,50.1%,59.4%,38.9%,49.2%,0.96
Finals,4,3,1,75.0%,6-5,54.5%,49-44,52.7%,0-0,-,4,72.9%,31.1%,4.3%,4.0%,61.5%,63.1%,51.5%,58.6%,40.4%,50.7%,0.98
Semi-finals,10,4,6,40.0%,10-13,43.5%,99-117,45.8%,2-1,66.7%,10,72.1%,20.2%,4.0%,2.8%,65.2%,62.8%,53.9%,59.7%,37.8%,48.8%,0.94
Quarter-finals,27,10,17,37.0%,23-36,39.0%,264-303,46.6%,1-5,16.7%,27,66.5%,28.0%,2.7%,2.5%,66.2%,61.4%,49.9%,57.5%,40.0%,48.6%,0.94
vs Righties,294,130,164,44.2%,346-421,45.1%,3514-3768,48.3%,47-54,46.5%,270,71.3%,25.5%,2.9%,3.4%,64.9%,64.7%,50.1%,59.6%,38.9%,49.2%,0.96
vs Lefties,38,21,17,55.3%,46-48,48.9%,429-452,48.7%,6-6,50.0%,35,66.8%,30.2%,3.1%,3.9%,65.0%,63.0%,49.2%,58.2%,40.5%,49.3%,0.97
vs Top 10,26,4,22,15.4%,15-54,21.7%,233-385,37.7%,2-3,40.0%,26,61.4%,14.7%,2.4%,4.3%,62.7%,60.8%,45.0%,54.9%,33.9%,44.7%,0.75
