Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),74,731,132,1656,139,1605,95,1650,126,1541,,,,
2025,66,837,104,1694,106,1639,81,1680,111,1560,,,,
2024,83,679,152,1625,167,1540,104,1631,94,1584,749,55,,
2023,154,410,183,1573,164,1536,151,1549,112,1550,,,,
2022,186,304,187,1563,190,1511,157,1561,,,,,,
2021,158,436,150,1611,133,1578,140,1570,89,1592,,,,
2020,119,562,102,1681,89,1633,91,1636,,,,,,
2019,93,594,86,1726,83,1683,84,1650,49,1676,718,45,,
2018,47,985,59,1764,55,1724,68,1674,39,1694,148,495,129,1425
2017,30,1391,32,1879,20,1857,50,1749,50,1680,368,150,,
2016,77,699,88,1719,101,1645,77,1688,81,1603,380,163,,
2015,82,649,150,1600,166,1524,114,1596,157,1505,330,199,,
2014,109,526,218,1509,246,1422,153,1550,161,1461,410,146,,
2013,187,272,207,1530,220,1455,201,1484,,,672,68,,
2012,242,197,353,1315,356,1260,322,1308,227,1392,569,90,,
2011,339,126,,,,,,,,,355,159,,
2010,1007,6,,,,,,,,,920,27,,
2009,1663,1,,,,,,,,,,,,
