Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2020 US Open R128,L vs Djokovic,95.9,105.0,6.0,106.7,104.7,115,78,82.8,5.6,85.0,76.8,95,73
2019 US Open R64,L vs Federer,100.3,105.8,6.4,110.6,103.4,117,84,86.7,5.5,89.7,89.2,99,75
2019 Roland Garros R128,L vs Hoang,93.6,102.2,6.1,,,115,82,80.2,6.2,,,95,66
2018 Wimbledon R64,L vs Gulbis,99.4,105.0,6.7,106.8,104.7,118,83,87.4,4.7,85.5,84.0,97,76
2017 US Open R32,L vs Rublev,92.1,99.8,8.4,103.4,96.6,112,67,76.2,4.7,79.4,75.6,86,66
2017 Wimbledon R64,L vs Bedene,97.5,103.3,6.0,105.7,101.3,115,87,83.2,4.5,88.0,84.8,90,75
2016 US Open R128,W vs Tomic,89.2,96.8,10.0,,,113,74,76.3,4.6,,,87,65
2016 Australian Open R64,L vs Goffin,91.6,99.2,6.2,,,111,83,79.4,4.0,,,88,70
2015 US Open R128,L vs Tomic,90.5,97.4,7.7,,,111,76,78.1,4.6,,,86,67
2015 Wimbledon R128,L vs Federer,97.4,103.0,7.7,,,115,81,85.9,4.1,,,94,78
2015 Roland Garros R32,L vs Federer,98.6,102.6,8.8,,,115,84,87.3,7.8,,,99,66
2015 Roland Garros R64,W vs Baghdatis,94.5,100.8,8.6,,,113,75,82.4,5.9,,,92,69
2015 Roland Garros R128,W vs Youzhny,92.5,98.5,8.7,,,111,81,81.3,3.6,,,87,75
2014 US Open R128,L vs Ferrer,89.6,93.9,8.0,,,111,78,80.2,5.0,,,89,71
2014 Australian Open R32,L vs Berdych,98.4,,,,,118,,,,,,,80
Career (15 matches),,94.5,100.9,7.5,106.2,101.8,118,67,81.3,5.1,85.4,81.2,99,65
