Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,5,16,23.8%,17-36,32.1%,237-289,45.1%,4-6,40.0%,21,71.8%,18.3%,2.4%,3.0%,65.7%,65.1%,50.8%,60.2%,35.1%,47.9%,0.88
Clay,25,13,12,52.0%,30-31,49.2%,273-288,48.7%,3-2,60.0%,22,72.2%,26.4%,0.8%,3.0%,67.9%,62.2%,52.0%,58.9%,40.3%,49.6%,0.98
Grass,3,0,3,0.0%,1-6,14.3%,28-41,40.6%,0-0,-,3,71.4%,8.1%,5.1%,5.5%,56.2%,66.4%,53.7%,60.8%,28.9%,45.1%,0.74
Grand Slams,7,3,4,42.9%,11-14,44.0%,115-129,47.1%,1-1,50.0%,7,76.0%,18.2%,1.4%,3.3%,66.7%,66.7%,52.5%,61.9%,35.2%,48.9%,0.92
Masters,12,4,8,33.3%,10-19,34.5%,127-149,46.0%,3-2,60.0%,12,70.4%,21.3%,1.1%,3.5%,65.5%,62.9%,50.3%,58.6%,37.6%,48.1%,0.91
Other Tours,28,10,18,35.7%,25-38,39.7%,280-321,46.6%,2-5,28.6%,27,71.0%,22.8%,2.3%,2.9%,66.3%,63.0%,51.8%,59.2%,38.0%,48.6%,0.93
Best of 5,7,3,4,42.9%,11-14,44.0%,115-129,47.1%,1-1,50.0%,7,76.0%,18.2%,1.4%,3.3%,66.7%,66.7%,52.5%,61.9%,35.2%,48.9%,0.92
Best of 3,42,15,27,35.7%,37-59,38.5%,423-489,46.4%,6-7,46.2%,39,70.8%,22.4%,1.9%,3.1%,66.0%,62.9%,51.3%,59.0%,37.9%,48.5%,0.92
Semi-finals,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,2,35.7%,6.3%,1.6%,4.0%,66.7%,46.4%,42.9%,45.2%,30.5%,38.9%,0.56
Quarter-finals,3,2,1,66.7%,4-3,57.1%,31-29,51.7%,0-0,-,3,70.0%,37.5%,0.5%,1.6%,71.1%,62.2%,54.5%,60.0%,45.5%,52.2%,1.14
vs Righties,45,15,30,33.3%,42-69,37.8%,489-572,46.1%,5-8,38.5%,42,71.7%,21.1%,1.9%,3.2%,65.6%,63.7%,51.4%,59.5%,37.0%,48.3%,0.91
vs Lefties,4,3,1,75.0%,6-4,60.0%,49-46,51.6%,2-0,100.0%,4,74.5%,26.1%,1.3%,1.9%,72.7%,64.2%,54.0%,61.4%,40.4%,51.0%,1.05
vs Top 10,3,0,3,0.0%,2-7,22.2%,30-48,38.5%,0-0,-,3,61.5%,15.4%,1.1%,3.4%,63.9%,56.5%,50.0%,54.1%,34.5%,44.7%,0.75
