Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,30,15,15,50.0%,6,6,0,100.0%,2013,2026,R32,30,0.95,3.5%,4.2%,62.4%,65.8%,50.9%,60.2%,37.9%,55.8%,41.7%
Roland Garros,11,Clay,20,9,11,45.0%,6,2,4,33.3%,2014,2025,R32,20,1.01,1.8%,2.3%,65.2%,64.7%,49.7%,59.5%,40.8%,59.7%,43.3%
Wimbledon,11,Grass,18,7,11,38.9%,8,3,5,37.5%,2012,2025,R64,14,0.97,2.4%,3.9%,64.0%,65.7%,52.0%,60.8%,37.9%,57.5%,46.0%
US Open,13,Hard,18,5,13,27.8%,7,3,4,42.9%,2012,2025,R32,18,0.96,2.2%,4.7%,63.7%,64.1%,47.2%,58.0%,40.2%,51.3%,44.6%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.83,1.6%,9.5%,61.9%,56.4%,37.5%,49.2%,42.3%,58.3%,33.3%
Davis Cup,16,,40,24,16,60.0%,16,9,7,56.3%,2010,2025,,14,1.22,2.4%,3.0%,66.9%,65.5%,56.9%,62.7%,45.7%,54.8%,48.6%
Miami Masters,9,Hard,21,11,10,52.4%,6,5,1,83.3%,2014,2026,R16,20,0.95,2.7%,3.5%,67.0%,68.5%,49.1%,62.1%,36.1%,61.0%,47.2%
Indian Wells Masters,9,Hard,13,4,9,30.8%,3,1,2,33.3%,2014,2026,R64,13,0.86,2.3%,3.2%,65.6%,61.3%,43.8%,55.3%,38.7%,58.3%,38.5%
Acapulco,4,Hard,7,3,4,42.9%,4,1,3,25.0%,2016,2026,R32,7,1.03,2.5%,2.5%,61.5%,65.6%,47.5%,58.7%,42.7%,60.0%,44.4%
Rio de Janeiro,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2025,2026,R16,4,0.91,2.7%,2.0%,67.1%,61.4%,56.6%,59.8%,36.4%,64.7%,47.4%
Buenos Aires,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2025,2026,R32,2,0.89,2.0%,2.0%,74.5%,58.8%,41.0%,54.2%,40.5%,57.9%,30.0%
Adelaide,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,R32,2,0.90,1.0%,3.9%,63.6%,57.3%,45.3%,52.9%,42.6%,48.0%,54.5%
