Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,4,1,3,25.0%,2-5,28.6%,20-35,36.4%,0-0,-,4,46.4%,29.6%,2.3%,13.1%,55.4%,62.9%,29.5%,48.0%,40.9%,44.4%,0.79,R16 (W50 Yecla)
2024,16,5,11,31.3%,13-24,35.1%,145-199,42.2%,3-2,60.0%,0,,,,,,,,,,,,SF (W35 Solarino)
2023,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,1,16.7%,0.0%,0.0%,11.6%,51.2%,36.4%,47.6%,41.9%,23.1%,32.9%,0.40,R32 (2x)
2021,4,1,3,25.0%,3-6,33.3%,31-42,42.5%,0-0,-,0,,,,,,,,,,,,R16 (W15 Dijon)
2015,4,2,2,50.0%,4-4,50.0%,34-36,48.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2014,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Grenoble 25K)
2013,3,1,2,33.3%,2-3,40.0%,19-26,42.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Croissy Beaubourg 50K)
2012,24,16,8,66.7%,33-23,58.9%,266-245,52.1%,4-2,66.7%,0,,,,,,,,,,,,W (Contrexeville 50K)
2009,4,3,1,75.0%,6-3,66.7%,47-30,61.0%,0-1,0.0%,0,,,,,,,,,,,,SF (Torhout 100K)
2008,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,0,,,,,,,,,,,,R32 (Las Vegas NV 50K)
2007,9,7,2,77.8%,14-6,70.0%,110-81,57.6%,1-1,50.0%,0,,,,,,,,,,,,W (Deauville 50K)
2006,38,29,9,76.3%,64-24,72.7%,477-337,58.6%,9-1,90.0%,0,,,,,,,,,,,,W (2x)
2005,32,21,11,65.6%,48-28,63.2%,374-310,54.7%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2004,24,18,6,75.0%,39-14,73.6%,294-204,59.0%,4-3,57.1%,0,,,,,,,,,,,,W (2x)
Career,166,104,62,62.7%,229-148,60.7%,1836-1597,53.5%,24-11,68.6%,5,41.2%,23.5%,1.8%,12.8%,54.6%,58.0%,33.3%,46.8%,37.7%,42.3%,0.71,
