Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Toronto R64,L vs Rybarikova,46.8%,54.5%,2.1%,0/1,2.41,4.5%,25.9%,42.9%,3.7%,2.47,8.3%,88.2%,60.0%,0.0%,2.34,0.0%
2017 Indian Wells R64,L vs Day,53.9%,50.9%,1.0%,1/0,2.41,10.8%,51.9%,48.1%,1.9%,2.61,22.2%,65.1%,53.6%,0.0%,2.20,0.0%
2017 Australian Open SF,L vs Williams,52.6%,35.0%,10.5%,1/3,2.89,0.0%,53.8%,14.3%,0.0%,2.79,0.0%,66.7%,83.3%,44.4%,3.05,0.0%
2017 Australian Open QF,W vs Pliskova,69.0%,74.1%,7.1%,2/4,2.54,5.4%,63.3%,71.0%,4.1%,2.59,6.3%,79.4%,77.8%,11.8%,2.49,4.2%
2017 Australian Open R16,W vs Brady,61.0%,58.3%,5.1%,3/0,2.19,18.6%,77.3%,41.2%,4.5%,1.99,40.0%,63.3%,73.7%,6.7%,2.37,0.0%
2017 Australian Open R64,W vs Radwanska,72.7%,67.5%,3.6%,2/0,2.29,25.0%,75.0%,62.5%,0.0%,2.39,40.9%,84.2%,75.0%,10.5%,2.13,0.0%
2016 Charleston R16,L vs Siegemund,66.7%,56.0%,1.3%,1/0,2.32,10.2%,68.2%,63.3%,0.0%,2.40,13.3%,71.4%,45.0%,3.6%,2.20,5.3%
2016 Monterrey R16,L vs Wozniacki,65.5%,47.4%,1.7%,1/0,2.29,4.4%,65.8%,44.0%,2.6%,2.02,9.5%,68.4%,53.8%,0.0%,2.53,0.0%
2015 Beijing R16,L vs Muguruza,72.4%,58.2%,3.9%,1/2,2.57,0.0%,75.0%,58.3%,4.2%,2.34,0.0%,79.2%,57.9%,4.2%,2.99,0.0%
2015 Roland Garros R64,W vs Halep,76.8%,62.8%,3.6%,1/1,2.36,0.0%,80.0%,60.7%,0.0%,2.56,0.0%,78.9%,66.7%,10.5%,2.20,0.0%
2015 Indian Wells R128,L vs Riske Amritraj,66.2%,46.9%,2.7%,1/1,2.60,3.8%,62.2%,50.0%,2.2%,2.54,8.3%,84.0%,42.9%,4.0%,2.66,0.0%
2014 Quebec City F,W vs Williams,75.4%,63.5%,1.4%,1/0,2.59,0.0%,64.9%,58.3%,0.0%,2.78,0.0%,93.3%,67.9%,3.3%,2.36,0.0%
2013 Stuttgart R16,L vs Li,69.4%,50.0%,8.2%,3/1,2.65,4.1%,71.4%,45.0%,3.6%,2.56,6.3%,77.8%,57.1%,16.7%,2.82,0.0%
1999 Wimbledon SF,L vs Graf,66.7%,51.6%,5.4%,4/1,2.83,47.8%,62.7%,40.5%,1.7%,2.45,69.2%,78.1%,68.0%,12.5%,3.07,34.9%
1997 Strasbourg F,L vs Graf,61.9%,53.8%,3.2%,1/1,2.75,65.4%,62.9%,45.5%,2.9%,2.61,71.9%,73.9%,64.7%,4.3%,2.97,55.0%
Career (15 matches),,65.4%,56.5%,3.8%,60.5%,2.52,15.7%,64.1%,51.9%,2.1%,2.48,21.6%,76.5%,62.5%,7.0%,2.56,8.9%
