Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,165,67,98,40.6%,164-211,43.7%,1667-1814,47.9%,14-25,35.9%,76,58.1%,36.5%,4.7%,9.0%,55.3%,65.4%,42.9%,55.4%,44.5%,50.1%,1.00
Clay,99,57,42,57.6%,114-100,53.3%,986-952,50.9%,10-13,43.5%,38,64.0%,40.9%,3.7%,8.1%,57.9%,63.9%,45.2%,56.1%,43.9%,50.1%,1.00
Grass,45,21,24,46.7%,48-55,46.6%,500-512,49.4%,8-7,53.3%,17,60.0%,32.9%,5.5%,7.2%,58.5%,67.3%,46.0%,58.5%,40.9%,49.8%,0.98
Carpet,4,1,3,25.0%,2-6,25.0%,25-41,37.9%,0-0,-,0,,,,,,,,,,,
Grand Slams,81,36,45,44.4%,80-105,43.2%,801-895,47.2%,10-10,50.0%,36,61.0%,38.8%,4.5%,7.8%,55.4%,65.1%,41.5%,54.6%,42.8%,49.0%,0.94
Premiers,76,23,53,30.3%,59-112,34.5%,730-874,45.5%,4-14,22.2%,44,59.8%,34.4%,4.3%,8.4%,57.5%,64.0%,44.1%,55.6%,43.3%,49.5%,0.98
Internationals,87,46,41,52.9%,103-90,53.4%,929-890,51.1%,12-14,46.2%,42,60.9%,44.2%,4.8%,9.5%,56.6%,66.7%,46.7%,58.0%,46.0%,52.2%,1.09
Finals,5,3,2,60.0%,5-4,55.6%,43-43,50.0%,1-1,50.0%,2,37.5%,22.2%,8.3%,5.8%,57.5%,66.7%,41.2%,55.8%,44.6%,50.2%,1.01
Semi-finals,11,5,6,45.5%,11-11,50.0%,99-97,50.5%,2-1,66.7%,5,56.3%,30.3%,5.5%,5.8%,59.7%,65.5%,40.6%,55.5%,42.7%,49.4%,0.96
Quarter-finals,17,11,6,64.7%,22-15,59.5%,192-159,54.7%,1-1,50.0%,8,58.7%,50.0%,3.7%,9.5%,60.4%,67.1%,41.8%,57.1%,50.3%,53.8%,1.17
vs Righties,288,137,151,47.6%,308-339,47.6%,2944-3048,49.1%,29-39,42.6%,123,59.7%,39.0%,4.5%,8.6%,56.6%,65.3%,43.7%,55.9%,44.2%,50.2%,1.00
vs Lefties,20,4,16,20.0%,10-32,23.8%,171-239,41.7%,3-6,33.3%,8,66.3%,23.5%,3.9%,7.4%,54.7%,64.4%,47.4%,56.7%,38.2%,47.4%,0.88
vs Top 10,34,11,23,32.4%,24-46,34.3%,264-362,42.2%,6-2,75.0%,13,58.7%,41.0%,5.8%,8.1%,55.3%,65.1%,43.5%,55.4%,46.2%,50.8%,1.04
