Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,5,1,4,20.0%,3-8,27.3%,46-61,43.0%,2-1,66.7%,0,,,,,,,,,,,,R16 (Cagnes Sur Mer 100K)
2013,14,8,6,57.1%,19-12,61.3%,151-125,54.7%,0-0,-,0,,,,,,,,,,,,W (Joue Les Tours 50K)
2012,16,9,7,56.3%,17-17,50.0%,162-157,50.8%,2-1,66.7%,0,,,,,,,,,,,,SF (New Braunfels TX 50K)
2011,17,9,8,52.9%,21-17,55.3%,188-163,53.6%,0-4,0.0%,0,,,,,,,,,,,,SF (2x)
2010,41,28,13,68.3%,63-34,64.9%,494-381,56.5%,3-4,42.9%,0,,,,,,,,,,,,W (2x)
2009,33,16,17,48.5%,38-38,50.0%,367-346,51.5%,2-2,50.0%,0,,,,,,,,,,,,F (Bayamon 25K)
2008,12,3,9,25.0%,9-18,33.3%,111-137,44.8%,0-1,0.0%,0,,,,,,,,,,,,QF (Florence 25K)
2007,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (RomeTiro A Volo 100K)
2005,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Dothan AL 75K)
2004,1,0,1,0.0%,1-2,33.3%,7-18,28.0%,1-0,100.0%,0,,,,,,,,,,,,R32 (Dothan AL 75K)
2002,5,2,3,40.0%,5-6,45.5%,53-54,49.5%,0-0,-,0,,,,,,,,,,,,QF (College Park MD 25K)
2001,6,2,4,33.3%,7-8,46.7%,64-64,50.0%,0-0,-,0,,,,,,,,,,,,R16 (2x)
1997,12,10,2,83.3%,22-4,84.6%,150-72,67.6%,0-1,0.0%,0,,,,,,,,,,,,W (Makarska 75K)
1996,5,4,1,80.0%,7-3,70.0%,48-32,60.0%,1-0,100.0%,0,,,,,,,,,,,,F (Salzburg 25K)
Career,169,92,77,54.4%,212-171,55.4%,1853-1634,53.1%,11-14,44.0%,0,,,,,,,,,,,,
