Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,5,2,3,40.0%,4-7,36.4%,45-56,44.6%,1-0,100.0%,5,53.1%,35.3%,2.0%,7.3%,58.5%,63.2%,39.2%,53.2%,42.1%,48.1%,0.90,R16 (Brisbane)
2017,36,20,16,55.6%,45-41,52.3%,420-414,50.4%,3-5,37.5%,36,64.0%,37.1%,4.0%,8.2%,57.3%,65.4%,42.3%,55.5%,44.2%,50.1%,0.99,SF (3x)
2016,32,14,18,43.8%,34-38,47.2%,329-321,50.6%,2-3,40.0%,32,58.6%,42.6%,3.6%,9.2%,55.0%,63.9%,41.4%,53.8%,46.6%,50.2%,1.01,F (Strasbourg)
2015,42,16,26,38.1%,41-55,42.7%,448-471,48.7%,2-10,16.7%,29,58.3%,32.4%,4.9%,9.6%,58.2%,64.5%,46.2%,56.8%,40.6%,48.8%,0.94,SF (Quebec City)
2014,20,12,8,60.0%,25-18,58.1%,217-189,53.4%,3-4,42.9%,20,-,-,6.1%,7.5%,53.9%,67.9%,47.3%,58.4%,44.4%,51.6%,1.07,W (Quebec City)
2013,19,8,11,42.1%,19-22,46.3%,189-183,50.8%,0-3,0.0%,9,-,-,6.7%,6.7%,56.8%,67.4%,48.3%,59.2%,42.1%,51.0%,1.03,R16 (4x)
2012,19,7,12,36.8%,18-28,39.1%,192-244,44.0%,2-4,33.3%,0,,,,,,,,,,,,R16 (4x)
2011,22,8,14,36.4%,21-30,41.2%,218-267,44.9%,5-2,71.4%,0,,,,,,,,,,,,QF (2x)
2010,11,5,6,45.5%,12-15,44.4%,119-133,47.2%,3-1,75.0%,0,,,,,,,,,,,,R16 (3x)
2009,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Auckland)
2007,2,1,1,50.0%,2-2,50.0%,20-23,46.5%,1-0,100.0%,0,,,,,,,,,,,,R64 (Indian Wells)
2003,2,0,2,0.0%,1-4,20.0%,15-28,34.9%,0-0,-,0,,,,,,,,,,,,R32 (Scottsdale)
2002,7,1,6,14.3%,3-12,20.0%,44-82,34.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
2001,5,2,3,40.0%,4-7,36.4%,46-49,48.4%,0-1,0.0%,0,,,,,,,,,,,,R32 (Roland Garros)
2000,14,2,12,14.3%,6-25,19.4%,108-170,38.8%,0-3,0.0%,0,,,,,,,,,,,,R32 (3x)
1999,24,11,13,45.8%,22-29,43.1%,219-251,46.6%,4-2,66.7%,0,,,,,,,,,,,,SF (Wimbledon)
1998,28,17,11,60.7%,33-23,58.9%,265-227,53.9%,3-4,42.9%,0,,,,,,,,,,,,W (Bol)
1997,17,13,4,76.5%,24-11,68.6%,185-138,57.3%,3-2,60.0%,0,,,,,,,,,,,,W (Bol)
1996,7,7,0,100.0%,14-3,82.4%,93-61,60.4%,0-0,-,0,,,,,,,,,,,,
Career,313,146,167,46.6%,328-372,46.9%,3178-3319,48.9%,32-45,41.6%,131,60.2%,37.7%,4.5%,8.5%,56.5%,65.2%,43.9%,56.0%,43.8%,50.1%,1.00,
