Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 Australian Open R64,L vs Sasnovich,13% (1/8),100% (1/1),1/4,63% (5/8),0% (0/5),0/1,0/0,0/1,0/0,0/1
2018 Brisbane R16,L vs Cornet,30% (3/10),67% (2/3),0/5,67% (6/9),17% (1/6),1/2,0/0,0/0,0/0,0/0
2017 US Open R64,L vs Suarez Navarro,33% (5/15),100% (5/5),1/6,60% (9/15),33% (3/9),3/5,1/2,2/2,0/1,1/1
2017 US Open R128,W vs Puig,47% (8/17),88% (7/8),2/6,59% (10/17),40% (4/10),4/7,1/3,1/1,0/2,0/0
2017 New Haven R16,L vs Peng,38% (3/8),67% (2/3),0/5,78% (7/9),14% (1/7),1/2,0/0,0/1,0/0,0/1
2017 New Haven R32,W vs Kontaveit,47% (7/15),86% (6/7),4/4,50% (8/16),50% (4/8),5/6,2/2,2/2,1/1,0/0
2017 Cincinnati R64,L vs Suarez Navarro,30% (3/10),67% (2/3),1/3,64% (7/11),29% (2/7),1/2,0/0,1/3,0/0,1/2
2017 Toronto R64,L vs Rybarikova,33% (3/9),67% (2/3),0/6,78% (7/9),14% (1/7),1/2,0/2,0/0,0/0,0/0
2017 Wimbledon R128,L vs Witthoeft,50% (9/18),44% (4/9),1/5,41% (7/17),29% (2/7),3/3,0/2,1/1,0/2,0/0
2017 Eastbourne R64,L vs Niculescu,47% (8/17),63% (5/8),0/4,35% (6/17),0% (0/6),4/5,1/2,2/4,0/1,2/3
2017 Roland Garros R128,L vs Buyukakcay,0% (0/9),- (0/0),0/2,44% (4/9),25% (1/4),0/0,0/0,1/2,0/0,0/1
2017 Rome R16,L vs Kontaveit,0% (0/7),- (0/0),0/4,86% (6/7),17% (1/6),0/0,0/0,1/2,0/0,0/1
2017 Rome R64,W vs Safarova,40% (6/15),100% (6/6),1/5,38% (6/16),17% (1/6),5/5,1/1,2/2,1/1,0/0
2017 Madrid R64,L vs Sharapova,38% (5/13),80% (4/5),1/5,62% (8/13),13% (1/8),1/4,1/1,1/3,0/0,0/1
2017 Stuttgart R32,L vs Mladenovic,22% (2/9),100% (2/2),2/5,56% (5/9),0% (0/5),2/2,0/0,0/0,0/0,0/0
2017 Charleston SF,L vs Ostapenko,38% (6/16),83% (5/6),2/6,47% (7/15),14% (1/7),2/4,0/0,2/2,0/0,2/2
2017 Charleston QF,W vs Rogers,62% (8/13),88% (7/8),1/2,23% (3/13),33% (1/3),5/6,1/1,1/1,1/1,0/0
2017 Charleston R16,W vs Bertens,73% (8/11),63% (5/8),3/4,45% (5/11),20% (1/5),3/5,1/1,0/0,1/1,0/0
2017 Charleston R32,W vs Barthel,50% (4/8),100% (4/4),0/1,33% (3/9),67% (2/3),4/4,2/2,0/0,1/1,0/0
2017 Charleston R64,W vs Krunic,62% (8/13),75% (6/8),1/2,23% (3/13),0% (0/3),4/5,1/1,0/1,0/0,0/0
2018 (2 matches),,22.2%,75.0%,11.1%,64.7%,9.1%,33.3%,-,0.0%,-,0.0%
2017 (36 matches),,47.6%,80.1%,36.3%,47.9%,22.2%,64.1%,67.6%,61.5%,61.9%,47.1%
2016 (41 matches),,53.2%,82.0%,44.8%,45.9%,19.7%,69.3%,65.7%,48.5%,66.7%,33.3%
2015 (28 matches),,47.9%,74.9%,29.9%,44.3%,22.2%,65.5%,63.6%,59.0%,46.2%,68.4%
2014 (11 matches),,44.9%,75.0%,34.3%,46.4%,19.6%,79.4%,50.0%,61.5%,57.1%,71.4%
Career (181 matches),,47.9%,76.2%,34.3%,46.3%,22.2%,67.0%,68.4%,56.2%,60.2%,55.6%
