Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2017 Toronto R64,L vs Rybarikova,18.0%,29.5%,34.1%,20.0%,40.0%,29.2%,38.5%,52.9%,50.0%,20.0%,24.0%,40.0%,23.1%,75.0%,66.7%,67
2017 Indian Wells R64,L vs Day,22.2%,37.0%,59.0%,35.5%,51.6%,62.5%,34.6%,47.2%,50.0%,5.0%,20.0%,55.3%,47.6%,52.6%,0.0%,-67
2017 Australian Open SF,L vs Williams,25.5%,37.3%,31.3%,36.7%,53.3%,47.4%,37.5%,28.6%,50.0%,13.3%,20.0%,7.7%,16.7%,55.6%,0.0%,-9
2017 Australian Open QF,W vs Pliskova,24.4%,35.4%,41.1%,36.0%,52.0%,46.9%,28.0%,40.0%,20.0%,7.7%,11.5%,33.3%,11.1%,52.9%,75.0%,-44
2017 Australian Open R16,W vs Brady,22.0%,40.7%,56.8%,30.0%,63.3%,66.7%,14.3%,50.0%,100.0%,14.8%,18.5%,47.8%,23.1%,35.7%,66.7%,-21
2017 Australian Open R64,W vs Radwanska,17.4%,45.7%,55.6%,26.7%,63.3%,63.6%,46.2%,35.3%,100.0%,0.0%,14.3%,42.9%,25.0%,33.3%,100.0%,-119
2016 Charleston R16,L vs Siegemund,11.5%,24.6%,42.9%,9.1%,24.2%,36.7%,26.7%,33.3%,40.0%,17.4%,30.4%,52.6%,8.3%,0.0%,0.0%,46
2016 Monterrey R16,L vs Wozniacki,12.1%,25.9%,53.3%,19.2%,46.2%,57.1%,88.9%,35.3%,0.0%,7.7%,11.5%,50.0%,41.2%,22.2%,0.0%,-47
2015 Beijing R16,L vs Muguruza,28.8%,35.6%,31.4%,30.3%,42.4%,30.4%,31.6%,14.3%,-,36.8%,36.8%,33.3%,16.7%,46.2%,80.0%,191
2015 Roland Garros R64,W vs Halep,27.5%,37.3%,57.1%,36.0%,52.0%,68.8%,41.7%,15.4%,-,20.8%,25.0%,47.4%,7.7%,45.5%,0.0%,-56
2015 Indian Wells R128,L vs Riske Amritraj,30.2%,34.9%,34.6%,42.9%,47.6%,16.7%,75.0%,22.2%,50.0%,22.2%,27.8%,50.0%,100.0%,36.4%,0.0%,90
2014 Quebec City F,W vs Williams,33.3%,42.9%,52.6%,48.8%,58.5%,57.1%,57.9%,13.6%,0.0%,5.6%,16.7%,47.1%,14.3%,0.0%,0.0%,-66
2013 Stuttgart R16,L vs Li,17.2%,20.3%,24.5%,17.9%,20.5%,28.1%,42.9%,27.8%,37.5%,19.0%,23.8%,17.6%,22.2%,50.0%,66.7%,65
1999 Wimbledon SF,L vs Graf,25.5%,37.8%,40.6%,44.7%,61.7%,57.7%,40.7%,65.0%,100.0%,8.5%,17.0%,30.2%,16.7%,65.5%,85.7%,-28
1997 Strasbourg F,L vs Graf,25.0%,33.8%,32.7%,22.0%,34.1%,28.1%,29.2%,58.8%,66.7%,35.5%,41.9%,40.0%,23.1%,72.2%,50.0%,118
Career (15 matches),,22.8%,34.6%,43.8%,31.0%,47.6%,46.4%,39.6%,37.7%,46.5%,15.2%,22.5%,40.7%,26.7%,47.0%,53.2%,30
