Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,19,8,11,42.1%,2,1,1,50.0%,1998,2018,SF,11,0.94,4.2%,9.7%,55.4%,66.7%,39.0%,54.3%,42.9%,53.3%,48.2%
Roland Garros,12,Clay,25,13,12,52.0%,2,1,1,50.0%,1999,2017,R32,8,0.90,3.3%,6.7%,56.0%,63.9%,41.4%,54.0%,41.4%,48.3%,53.1%
Wimbledon,13,Grass,32,19,13,59.4%,8,4,4,50.0%,1998,2017,SF,7,0.92,4.9%,5.2%,57.8%,65.5%,44.0%,56.4%,39.9%,61.5%,45.5%
US Open,15,Hard,43,28,15,65.1%,12,8,4,66.7%,1997,2017,R16,16,1.07,5.8%,8.0%,55.4%,67.4%,43.1%,56.5%,46.6%,56.3%,51.0%
Fed Cup,3,,13,12,1,92.3%,1,1,0,100.0%,1996,1998,,0,,,,,,,,,,
Indian Wells,13,Hard,19,6,13,31.6%,4,1,3,25.0%,1998,2017,R32,4,0.89,4.5%,7.0%,54.0%,61.9%,47.7%,55.4%,39.8%,36.7%,23.3%
Charleston,10,Clay,22,12,10,54.5%,5,2,3,40.0%,2001,2017,SF,10,1.06,3.3%,7.7%,61.0%,65.0%,43.7%,56.7%,46.1%,54.9%,43.7%
Sydney,10,Hard,19,9,10,47.4%,3,1,2,33.3%,1998,2018,R32,9,1.09,6.1%,8.5%,54.5%,65.1%,37.3%,52.4%,52.0%,56.9%,64.2%
Rome,10,Clay,19,9,10,47.4%,5,2,3,40.0%,1998,2017,SF,5,0.86,4.4%,10.5%,54.6%,64.5%,42.7%,54.6%,38.9%,57.7%,37.5%
Miami,10,Hard,15,5,10,33.3%,4,2,2,50.0%,2000,2017,QF,8,1.00,3.4%,8.7%,57.0%,65.4%,41.7%,55.2%,44.7%,50.7%,63.3%
Birmingham,9,Grass,18,9,9,50.0%,8,5,3,62.5%,1999,2016,QF,6,1.04,10.2%,8.8%,56.9%,74.9%,47.1%,62.9%,38.7%,36.0%,44.4%
