Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Roland Garros R128,L vs Buyukakcay,96.2,100.6,6.6,,,110,85,88.3,4.5,,,95,77
2017 Australian Open SF,L vs Williams,98.8,103.5,3.8,105.6,103.0,111,96,89.3,4.8,89.0,,98,80
2017 Australian Open QF,W vs Pliskova,96.4,102.5,5.3,103.7,100.8,110,88,87.4,4.2,90.8,84.0,95,80
2017 Australian Open R16,W vs Brady,97.6,105.8,5.6,107.9,104.4,113,87,89.1,4.5,91.0,98.0,98,79
2017 Australian Open R32,W vs Sakkari,93.4,96.2,6.9,98.1,93.6,109,77,86.0,3.4,86.8,85.0,92,80
2017 Australian Open R64,W vs Radwanska,99.4,104.2,4.1,106.2,102.4,110,95,89.1,2.7,,92.0,93,83
2017 Australian Open R128,W vs Wang,94.6,97.4,6.9,99.3,97.4,112,85,89.2,4.6,91.0,90.3,97,79
2016 US Open R64,L vs Kerber,93.4,99.7,6.0,102.9,94.3,108,87,87.0,3.1,86.1,89.3,94,80
2016 Wimbledon R128,L vs Cibulkova,95.4,98.6,5.3,97.7,101.0,109,89,89.9,4.7,88.8,89.4,100,79
2016 Roland Garros R64,L vs Osaka,93.7,98.1,6.3,,,106,83,85.1,5.6,,,92,75
2015 Roland Garros R32,L vs Cornet,97.4,104.2,4.9,,,115,89,87.4,4.7,,,97,72
2015 Roland Garros R64,W vs Halep,96.5,104.6,4.5,,,113,97,88.4,4.6,,,97,79
2014 US Open R16,L vs Errani,94.7,103.8,6.1,,,112,89,83.8,3.8,,,91,77
2014 US Open R32,W vs Halep,94.5,102.4,6.1,,,114,91,83.0,3.9,,,91,77
2014 US Open R64,W vs Peer,94.4,101.7,5.5,,,115,88,85.4,5.2,,,92,71
2014 Wimbledon R128,L vs Azarenka,100.9,103.9,4.0,,,112,95,97.3,7.5,,,112,88
2014 Australian Open R128,L vs Lisicki,96.9,,,,,115,,,,,,,82
2012 Wimbledon R32,L vs Vinci,98.8,,,,,113,,,,,,,82
2012 Wimbledon R64,W vs Bartoli,99.7,,,,,114,,,,,,,78
2011 US Open R64,L vs Schiavone,91.9,98.9,7.9,,,111,79,84.2,4.4,,,90,73
Career (21 matches),,96.3,101.4,5.6,102.6,99.0,115,77,87.9,4.5,88.9,88.8,112,71
