Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 ITF Hong Kong R32,L vs Liu,5.0,5.1,4.8,58.3%,21.1%,57.9%,43.8%,45.7%,9.5%,-8.5,-6.7,-4.0,-2.9
Career (1 matches),,5.0,5.1,4.8,58.3%,21.1%,57.9%,43.8%,45.7%,9.5%,-8.5,-6.7,-4.0,-2.9
