Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
2019,8,2,6,25.0%,7-13,35.0%,76-95,44.4%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2018,36,16,20,44.4%,40-45,47.1%,397-401,49.7%,2-4,33.3%,1,25.0%,25.0%,1.9%,3.7%,66.7%,50.0%,27.8%,42.6%,38.6%,40.8%,0.67,SF (Xiamen $15K)
2017,50,33,17,66.0%,69-42,62.2%,560-464,54.7%,5-5,50.0%,1,50.0%,27.3%,1.7%,3.3%,50.0%,66.7%,36.7%,51.7%,41.8%,46.5%,0.86,W (2x)
2016,31,11,20,35.5%,26-44,37.1%,310-348,47.1%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
2015,41,22,19,53.7%,49-43,53.3%,427-420,50.4%,5-2,71.4%,0,,,,,,,,,,,,SF (3x)
2014,56,36,20,64.3%,80-48,62.5%,639-513,55.5%,5-3,62.5%,5,-,-,1.4%,2.4%,68.5%,55.4%,45.5%,52.3%,42.6%,47.5%,0.89,W (2x)
2013,35,22,13,62.9%,45-30,60.0%,358-301,54.3%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2012,43,23,20,53.5%,50-48,51.0%,436-436,50.0%,2-3,40.0%,0,,,,,,,,,,,,F (4x)
2011,30,19,11,63.3%,42-28,60.0%,343-309,52.6%,5-1,83.3%,0,,,,,,,,,,,,W (Sanya 25K)
2010,51,37,14,72.5%,75-38,66.4%,586-443,56.9%,4-5,44.4%,0,,,,,,,,,,,,W (2x)
2009,43,28,15,65.1%,62-34,64.6%,489-358,57.7%,3-3,50.0%,0,,,,,,,,,,,,W (3x)
2008,43,20,23,46.5%,48-51,48.5%,465-469,49.8%,6-4,60.0%,0,,,,,,,,,,,,SF (2x)
2007,31,23,8,74.2%,50-19,72.5%,371-251,59.6%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2006,18,10,8,55.6%,22-18,55.0%,182-150,54.8%,0-1,0.0%,0,,,,,,,,,,,,SF (New Delhi 2 10K)
2005,3,1,2,33.3%,2-5,28.6%,27-37,42.2%,0-0,-,0,,,,,,,,,,,,R16 (Manila 1 10K)
Career,521,303,218,58.2%,667-510,56.7%,5680-5020,53.1%,47-39,54.7%,7,38.9%,26.3%,1.5%,2.6%,66.2%,55.8%,42.2%,51.2%,42.1%,46.8%,0.86,
