Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Emily Webley Smith [GBR],5,2,71.4%,1,0,1,0.0%,2008,2015,0,,,,,,,,,,
6,Timea Babos [HUN],1,5,16.7%,6,3,3,50.0%,2009,2018,4,0.84,16.0%,5.2%,57.8%,75.9%,46.9%,63.7%,30.7%,54.2%,30.8%
5,Oceane Dodin [FRA],1,4,20.0%,2,0,2,0.0%,2015,2018,3,1.03,14.5%,7.9%,53.5%,76.7%,37.5%,58.5%,42.9%,47.8%,56.5%
5,Kristyna Pliskova [CZE],1,4,20.0%,1,1,0,100.0%,2010,2017,1,0.80,6.4%,6.4%,48.7%,76.3%,50.0%,62.8%,29.6%,0.0%,0.0%
5,Vitalia Diatchenko [RUS],1,4,20.0%,2,0,2,0.0%,2009,2016,1,1.05,17.6%,2.4%,57.6%,75.5%,50.0%,64.7%,37.2%,50.0%,75.0%
5,Marta Sirotkina [RUS],1,4,20.0%,0,0,0,-,2010,2015,0,,,,,,,,,,
5,Jade Windley [GBR],3,2,60.0%,0,0,0,-,2007,2014,0,,,,,,,,,,
4,Samantha Murray [GBR],0,4,0.0%,1,0,1,0.0%,2013,2019,0,,,,,,,,,,
4,Jovana Jaksic [SRB],2,2,50.0%,2,1,1,50.0%,2013,2019,0,,,,,,,,,,
4,Junri Namigata [JPN],4,0,100.0%,2,2,0,100.0%,2014,2019,1,1.88,13.3%,8.9%,55.6%,88.0%,50.0%,71.1%,54.2%,0.0%,55.6%
4,Monica Puig [PUR],1,3,25.0%,0,0,0,-,2016,2017,4,0.80,10.2%,8.4%,53.6%,63.3%,40.1%,52.6%,38.1%,62.5%,50.0%
4,Sesil Karatantcheva [KAZ],2,2,50.0%,0,0,0,-,2012,2017,1,0.47,6.1%,9.1%,45.5%,53.3%,16.7%,33.3%,31.3%,28.6%,0.0%
4,Tara Moore [GBR],3,1,75.0%,1,1,0,100.0%,2013,2017,0,,,,,,,,,,
4,Kateryna Baindl [UKR],2,2,50.0%,1,0,1,0.0%,2012,2017,1,1.53,16.3%,2.0%,63.3%,80.6%,55.6%,71.4%,43.6%,50.0%,66.7%
4,Robin Anderson [USA],3,1,75.0%,3,2,1,66.7%,2011,2016,1,1.30,12.3%,1.4%,54.8%,82.5%,54.5%,69.9%,39.3%,0.0%,42.9%
