Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,42,20,22,47.6%,49-55,47.1%,503-535,48.5%,7-7,50.0%,38,75.5%,20.8%,13.7%,6.1%,56.8%,74.6%,44.0%,61.4%,36.5%,49.0%,0.95
Clay,2,0,2,0.0%,1-4,20.0%,15-27,35.7%,0-0,-,2,47.6%,23.8%,6.6%,2.9%,68.6%,59.6%,27.9%,49.6%,38.8%,44.3%,0.77
Grass,22,4,18,18.2%,14-38,26.9%,211-289,42.2%,4-6,40.0%,21,64.2%,13.4%,10.8%,4.7%,58.0%,71.9%,44.4%,60.3%,32.8%,46.6%,0.83
Grand Slams,12,2,10,16.7%,6-22,21.4%,118-157,42.9%,1-4,20.0%,11,71.2%,18.7%,11.0%,4.6%,59.5%,70.9%,44.0%,60.0%,33.8%,47.0%,0.85
Premiers,11,3,8,27.3%,11-17,39.3%,115-143,44.6%,2-1,66.7%,11,68.5%,20.4%,9.2%,7.2%,57.5%,71.9%,43.8%,59.9%,34.7%,47.4%,0.87
Internationals,43,19,24,44.2%,47-58,44.8%,496-551,47.4%,8-8,50.0%,39,73.8%,19.4%,13.8%,5.4%,57.1%,74.2%,43.7%,61.1%,36.0%,48.6%,0.93
Semi-finals,2,0,2,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,1,70.0%,0.0%,14.7%,4.4%,70.6%,64.6%,40.0%,57.4%,23.5%,42.9%,0.55
Quarter-finals,4,2,2,50.0%,5-6,45.5%,48-61,44.0%,1-1,50.0%,3,62.2%,20.0%,10.6%,5.5%,52.2%,70.6%,42.0%,56.9%,38.7%,47.7%,0.90
vs Righties,60,23,37,38.3%,60-86,41.1%,668-767,46.6%,10-11,47.6%,55,72.0%,20.8%,12.6%,5.4%,57.5%,73.0%,43.6%,60.5%,35.6%,48.2%,0.90
vs Lefties,6,1,5,16.7%,4-11,26.7%,61-84,42.1%,1-2,33.3%,6,76.1%,9.9%,12.1%,7.2%,57.9%,75.8%,45.6%,63.1%,33.2%,47.2%,0.90
vs Top 10,4,0,4,0.0%,0-8,0.0%,26-50,34.2%,0-1,0.0%,4,62.2%,7.9%,7.1%,6.0%,57.1%,67.7%,34.7%,53.5%,29.1%,42.6%,0.63
