Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 Wimbledon R128,L vs Muguruza,15,23,0.7,11.9%,18.3%,10,19,0.5,8.6%,16.4%,2.6%,3.4%,1.8,14.3%,7.9%
2017 Wimbledon R128,L vs Begu,20,26,0.8,18.0%,23.4%,17,21,0.8,17.0%,21.0%,9.0%,7.0%,0.9,11.7%,12.6%
2017 Australian Open R128,L vs Saville,45,31,1.5,27.1%,18.7%,26,31,0.8,18.7%,22.3%,12.9%,4.3%,2.0,18.1%,9.0%
2016 US Open R64,L vs Radwanska,37,36,1.0,23.9%,23.2%,31,31,1.0,21.8%,21.8%,10.6%,10.6%,3.1,18.1%,5.8%
2016 US Open R128,W vs Robson,37,25,1.5,17.4%,11.7%,21,19,1.1,11.9%,10.8%,8.5%,3.4%,0.8,14.6%,19.2%
2016 Washington R32,L vs Ozaki,25,44,0.6,15.9%,28.0%,17,39,0.4,12.3%,28.3%,7.2%,3.6%,1.3,14.6%,11.5%
2016 Wimbledon R128,L vs Svitolina,19,37,0.5,20.0%,38.9%,12,34,0.4,14.3%,40.5%,6.0%,6.0%,1.5,9.5%,6.3%
2016 Auckland R16,W vs Ostapenko,45,53,0.8,19.0%,22.4%,24,45,0.5,12.6%,23.6%,6.3%,4.2%,0.7,12.7%,17.3%
2015 Albuquerque NM $75K SF,W vs Sadikovic,26,28,0.9,13.3%,14.4%,13,19,0.7,8.4%,12.3%,5.2%,1.3%,1.2,23.1%,20.0%
2015 Wimbledon R128,L vs Duque Marino,21,27,0.8,14.1%,18.1%,15,25,0.6,11.3%,18.8%,6.8%,2.3%,1.5,18.1%,12.1%
2015 Birmingham R32,L vs Halep,19,35,0.5,17.3%,31.8%,15,35,0.4,15.0%,35.0%,4.0%,11.0%,1.1,11.8%,10.9%
2014 Wimbledon R64,L vs Wozniacki,21,25,0.8,22.6%,26.9%,16,24,0.7,18.8%,28.2%,4.7%,12.9%,7.0,15.1%,2.2%
2014 Wimbledon R128,W vs Babos,35,29,1.2,19.9%,16.5%,18,24,0.8,12.7%,16.9%,4.9%,6.3%,0.8,13.6%,17.6%
2011 Wimbledon R128,L vs Keothavong,18,22,0.8,13.0%,15.9%,17,19,0.9,13.1%,14.6%,6.2%,5.4%,1.1,11.6%,10.9%
Career (14 matches),,383,441,0.9,18.1%,20.8%,252,385,0.7,13.8%,21.0%,6.9%,5.4%,1.2,15.1%,12.8%
