Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 W35 Sharm ElSheikh F,W vs Dunne,18,13,1.4,16.1%,11.6%,18,12,1.5,16.7%,11.1%,12.0%,4.6%,0.7,12.5%,17.9%
2025 W35 Sharm ElSheikh SF,W vs Bartashevich,14,16,0.9,13.0%,14.8%,13,14,0.9,13.4%,14.4%,8.2%,5.2%,0.5,9.3%,18.5%
Career (2 matches),,32,29,1.1,14.5%,13.2%,31,26,1.2,15.1%,12.7%,10.2%,4.9%,0.6,10.9%,18.2%
