Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Santiago 1 CH QF,L vs Baez,0.98,0.67,45.9,2.3,0.0%,35.7%,0.0%,50.0%,48.4%,28.6%
2019 Meerbusch CH R16,L vs Krstin,0.90,0.35,32.1,2.2,-,40.9%,-,45.0%,20.0%,25.0%
2019 Augsburg CH SF,L vs Hanfmann,1.10,0.40,30.1,2.1,-,28.6%,-,42.9%,30.4%,15.0%
2019 Augsburg CH R64,W vs Lemstra,1.14,1.60,41.1,2.1,-,62.1%,-,73.1%,56.3%,34.5%
2019 Sopot CH R32,L vs Martinez,1.03,0.71,51.2,3.7,3.0%,51.5%,3.2%,45.2%,43.8%,26.7%
2019 Sopot CH R64,W vs Dembek,0.82,1.46,44.5,2.0,-,50.0%,-,72.2%,76.0%,66.7%
2019 M25 Lasne R16,W vs Geerts,1.05,1.65,47.2,2.7,-,62.1%,-,82.8%,41.7%,44.4%
2019 M25 Arlon QF,L vs Vanneste,1.05,0.77,48.1,2.2,-,57.1%,-,39.4%,32.3%,44.4%
2019 Little Rock CH R64,W vs Kovacevic,1.19,1.67,40.9,2.2,-,67.7%,-,73.1%,41.2%,42.4%
2019 Puerto Vallarta CH R32,L vs Ward,0.82,0.69,49.8,3.2,6.5%,64.5%,10.0%,50.0%,23.5%,50.0%
2019 Puerto Vallarta CH R64,W vs Petrovic,0.89,1.77,59.1,2.0,29.0%,80.6%,3.3%,83.3%,36.1%,35.5%
2019 Puerto Vallarta CH Q1,W vs Carpenter,1.13,2.10,35.5,2.1,34.8%,69.6%,19.0%,71.4%,57.1%,52.2%
2019 M15 Cancun R16,L vs Brymer,0.88,0.65,49.4,2.1,3.4%,62.1%,3.7%,55.6%,28.1%,32.3%
2019 San Luis Potosi CH SF,L vs Menendez Maceiras,0.94,0.82,71.8,9.0,-,64.2%,-,51.1%,37.5%,35.4%
2019 San Luis Potosi CH QF,W vs Pavic,1.05,1.45,67.4,2.8,13.5%,70.3%,12.5%,78.1%,31.9%,40.9%
2019 San Luis Potosi CH R16,W vs Gomez Herrera,1.11,1.65,41.7,2.1,6.9%,62.1%,3.8%,73.1%,36.4%,61.3%
2019 San Luis Potosi CH R32,W vs Rola,1.34,2.08,32.8,2.1,3.6%,78.6%,3.8%,69.2%,32.3%,50.0%
2019 San Luis Potosi CH R64,W vs Takahashi,1.02,1.25,60.0,5.4,14.8%,61.1%,7.7%,61.5%,44.2%,51.2%
2019 M15 Cancun R16,L vs Petit,0.84,0.42,31.8,2.1,11.5%,53.8%,4.2%,45.8%,23.1%,27.3%
2019 M15 Cancun R32,W vs Nava,0.82,2.45,30.3,2.0,6.3%,81.3%,23.1%,61.5%,89.5%,73.3%
2021 (1 matches),,0.98,0.67,45.9,2.3,0.0%,35.7%,0.0%,50.0%,48.4%,28.6%
2019 (34 matches),,1.03,1.18,51.8,2.5,7.0%,63.7%,5.5%,63.4%,41.6%,41.8%
2018 (2 matches),,0.79,0.45,30.6,2.3,2.0%,50.0%,2.3%,32.6%,31.4%,34.0%
2017 (3 matches),,0.86,0.68,49.5,2.2,6.7%,61.0%,6.4%,60.6%,31.8%,30.5%
2016 (9 matches),,0.95,0.68,50.1,2.3,3.2%,53.4%,2.6%,47.7%,33.2%,37.7%
Career (52 matches),,0.99,0.97,50.3,2.5,6.0%,59.8%,4.9%,59.2%,39.3%,39.7%
