Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,4,7,36.4%,10-12,45.5%,111-117,48.7%,2-3,40.0%,10,82.9%,15.2%,11.5%,4.5%,55.5%,76.1%,52.0%,65.4%,33.5%,49.1%,0.97,QF (Cuernavaca)
2025,39,18,21,46.2%,44-46,48.9%,430-428,50.1%,8-6,57.1%,39,76.2%,23.4%,8.2%,3.5%,56.2%,69.5%,50.0%,61.0%,38.1%,49.7%,0.97,F (Piracicaba)
2024,46,29,17,63.0%,64-41,61.0%,560-480,53.8%,13-10,56.5%,45,78.5%,29.6%,6.9%,3.3%,55.9%,71.6%,51.7%,62.8%,41.2%,51.8%,1.11,W (Bogota)
2023,13,4,9,30.8%,10-18,35.7%,124-150,45.3%,0-2,0.0%,13,69.6%,20.6%,5.5%,3.6%,53.9%,68.0%,49.0%,59.3%,35.3%,47.9%,0.87,QF (Santa Cruz De La Sierra)
2022,52,30,22,57.7%,67-54,55.4%,572-558,50.6%,12-4,75.0%,52,75.5%,24.8%,8.5%,3.5%,55.5%,70.5%,51.3%,62.0%,38.9%,50.3%,1.02,W (Cali)
2021,47,26,21,55.3%,55-49,52.9%,505-493,50.6%,5-10,33.3%,47,75.3%,26.4%,6.1%,3.8%,58.9%,68.2%,51.4%,61.3%,39.4%,50.1%,1.02,W (Quito)
2020,9,2,7,22.2%,5-15,25.0%,74-113,39.6%,1-2,33.3%,9,62.6%,17.2%,5.6%,3.9%,52.3%,63.7%,46.9%,55.7%,35.8%,45.8%,0.81,R16 (2x)
2019,46,27,19,58.7%,59-46,56.2%,507-471,51.8%,8-7,53.3%,46,76.0%,27.9%,6.4%,4.4%,52.5%,70.9%,51.6%,61.7%,40.4%,51.0%,1.06,W (Como)
2018,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,2,37.5%,6.7%,2.2%,7.5%,53.8%,52.0%,30.2%,41.9%,32.7%,37.2%,0.56,R32 (2x)
2017,14,7,7,50.0%,14-15,48.3%,138-145,48.8%,3-2,60.0%,14,77.0%,22.4%,9.3%,5.4%,52.4%,77.7%,46.5%,62.8%,37.7%,49.8%,1.01,SF (Quito)
2016,17,6,11,35.3%,15-26,36.6%,161-217,42.6%,1-2,33.3%,17,60.4%,25.0%,6.4%,4.1%,55.9%,65.6%,44.0%,56.1%,38.2%,47.0%,0.87,R16 (6x)
2015,9,3,6,33.3%,9-13,40.9%,97-107,47.5%,1-2,33.3%,8,71.4%,27.2%,7.8%,3.6%,50.3%,70.3%,50.2%,60.3%,38.2%,49.4%,0.96,R16 (3x)
2014,3,1,2,33.3%,4-4,50.0%,36-44,45.0%,1-1,50.0%,3,76.9%,12.8%,9.7%,5.3%,48.7%,73.6%,57.8%,65.5%,34.0%,48.5%,0.98,R16 (Quito)
2012,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,1.6%,4.9%,55.7%,44.1%,44.4%,44.3%,35.1%,39.8%,0.63,R32 (Lima)
Career,309,157,152,50.8%,356-345,50.8%,3326-3359,49.8%,55-51,51.9%,306,74.6%,25.1%,7.3%,3.9%,55.2%,70.0%,50.4%,61.2%,38.9%,49.9%,1.00,
