Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Santiago CH QF,L vs Baez,88.1%,44.2%,0.0%,0/0,-,4.7%,84.8%,35.9%,0.0%,-,9.1%,100.0%,69.2%,0.0%,-,0.0%
2019 Sopot CH R32,L vs Martinez,69.4%,39.5%,0.0%,0/0,2.38,13.7%,75.0%,33.3%,0.0%,2.43,24.1%,76.5%,53.8%,0.0%,2.32,0.0%
Career (2 matches),,78.5%,42.1%,0.0%,0.0%,2.38,9.6%,80.2%,34.8%,0.0%,2.43,17.6%,86.7%,61.5%,0.0%,2.32,0.0%
