Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),305,168,344,1429,360,1356,284,1415,237,1379,,,,
2025,324,157,324,1442,359,1354,267,1424,233,1385,,,,
2024,215,262,286,1467,320,1376,235,1451,,,779,52,,
2023,474,87,329,1392,355,1311,270,1403,,,,,,
2022,176,321,267,1479,283,1401,226,1465,194,1426,,,,
2021,209,308,218,1529,303,1367,184,1512,,,,,,
2020,237,242,262,1416,260,1340,234,1404,,,,,,
2019,208,237,273,1459,323,1368,232,1452,,,234,256,,
2017,375,114,348,1331,352,1266,309,1320,,,328,174,,
2016,407,107,346,1310,353,1248,317,1301,,,434,130,,
2015,341,136,391,1234,376,1233,361,1223,,,433,144,,
2014,529,63,,,,,,,,,481,118,,
2013,498,71,,,,,,,,,580,90,,
2012,550,53,,,,,,,,,466,122,,
2011,558,47,,,,,,,,,581,79,,
2010,1034,6,,,,,,,,,860,32,,
2009,1712,1,,,,,,,,,,,,
