Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Santiago 1 CH QF,L vs Baez,38% (3/8),33% (1/3),0/4,63% (5/8),0% (0/5),0/1,0/0,0/1,0/0,0/0
2019 Meerbusch CH R16,L vs Krstin,0% (0/7),- (0/0),0/5,71% (5/7),0% (0/5),0/0,0/0,0/0,0/0,0/0
2019 Augsburg CH SF,L vs Hanfmann,11% (1/9),0% (0/1),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
2019 Augsburg CH R64,W vs Lemstra,67% (6/9),50% (3/6),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2019 Sopot CH R32,L vs Martinez,33% (3/9),33% (1/3),0/3,67% (6/9),33% (2/6),1/1,0/1,0/1,0/0,0/1
2019 Sopot CH R64,W vs Dembek,70% (7/10),100% (7/7),2/2,33% (3/9),33% (1/3),5/6,1/1,0/0,0/0,0/0
2019 M25 Lasne R16,W vs Geerts,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),1/1,1/1,0/0,1/1,0/0
2019 M25 Arlon QF,L vs Vanneste,30% (3/10),100% (3/3),1/4,67% (6/9),17% (1/6),2/2,0/0,1/2,0/0,1/1
2019 Little Rock CH R64,W vs Kovacevic,30% (3/10),100% (3/3),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,0/0,0/0
2019 Puerto Vallarta CH R32,L vs Ward,10% (1/10),100% (1/1),0/2,33% (3/9),0% (0/3),1/1,0/0,0/1,0/0,0/0
2019 Puerto Vallarta CH R64,W vs Petrovic,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,0/0,0/0
2019 Puerto Vallarta CH Q1,W vs Carpenter,75% (6/8),83% (5/6),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2019 M15 Cancun R16,L vs Brymer,18% (2/11),50% (1/2),0/3,50% (5/10),40% (2/5),0/1,0/0,1/1,0/0,0/0
2019 San Luis Potosi CH SF,L vs Menendez Maceiras,44% (7/16),43% (3/7),0/4,38% (6/16),17% (1/6),2/3,1/2,1/1,0/0,0/0
2019 San Luis Potosi CH QF,W vs Pavic,33% (4/12),50% (2/4),0/2,17% (2/12),0% (0/2),0/2,0/0,2/2,0/0,0/0
2019 San Luis Potosi CH R16,W vs Gomez Herrera,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2019 San Luis Potosi CH R32,W vs Rola,33% (3/9),100% (3/3),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2019 San Luis Potosi CH R64,W vs Takahashi,58% (7/12),71% (5/7),0/2,38% (5/13),60% (3/5),4/5,2/2,0/0,1/1,0/0
2019 M15 Cancun R16,L vs Petit,25% (2/8),0% (0/2),0/2,63% (5/8),20% (1/5),0/0,0/0,0/2,0/0,0/1
2019 M15 Cancun R32,W vs Nava,100% (7/7),100% (7/7),1/1,17% (1/6),0% (0/1),5/6,1/1,0/0,0/0,0/0
2021 (1 matches),,37.5%,33.3%,0.0%,62.5%,0.0%,0.0%,-,0.0%,-,-
2019 (34 matches),,41.9%,72.5%,23.0%,30.4%,35.2%,88.4%,86.5%,69.2%,100.0%,50.0%
2018 (2 matches),,26.7%,25.0%,0.0%,62.5%,0.0%,100.0%,-,50.0%,-,0.0%
2017 (3 matches),,24.2%,37.5%,25.0%,31.3%,10.0%,100.0%,100.0%,83.3%,-,50.0%
2016 (9 matches),,28.0%,60.9%,16.1%,58.0%,10.6%,30.8%,100.0%,31.3%,100.0%,14.3%
Career (52 matches),,37.5%,67.7%,19.2%,38.0%,23.0%,78.8%,87.5%,56.9%,100.0%,35.0%
