Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Evansville IN F,W vs Khazaniuk,53% (10/19),70% (7/10),2/6,50% (9/18),22% (2/9),3/6,1/1,3/5,1/1,2/2
2019 W25 Evansville IN SF,W vs Arakawa,67% (6/9),83% (5/6),0/2,20% (2/10),0% (0/2),3/4,1/3,0/0,1/1,0/0
2019 W25 Evansville IN QF,W vs Simmonds,50% (6/12),100% (6/6),2/4,31% (4/13),0% (0/4),3/5,1/3,0/0,1/2,0/0
2019 W25 Evansville IN R32,W vs Tchakarova,86% (6/7),83% (5/6),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2019 W15 Orlando FL QF,W vs Sewing,100% (8/8),75% (6/8),2/2,56% (5/9),40% (2/5),4/5,1/1,0/0,1/1,0/0
2019 W15 Orlando FL R16,W vs Zamarripa,56% (5/9),100% (5/5),1/2,44% (4/9),50% (2/4),3/4,1/1,0/0,0/0,0/0
2019 W15 Orlando FL R32,W vs Zhu,71% (5/7),80% (4/5),0/0,25% (2/8),100% (2/2),3/3,1/1,0/0,1/1,0/0
2019 W25 Daytona Beach FL SF,L vs Bondar,29% (2/7),0% (0/2),0/4,71% (5/7),0% (0/5),0/0,0/0,0/1,0/0,0/0
2019 W25 Daytona Beach FL QF,W vs Benoit,38% (6/16),83% (5/6),2/2,38% (5/13),60% (3/5),2/2,0/3,0/0,0/0,0/0
2018 Roland Garros R128,L vs Giorgi,11% (1/9),0% (0/1),0/3,63% (5/8),40% (2/5),0/0,0/0,1/1,0/0,0/0
2017 Quebec City R16,L vs Maria,14% (1/7),0% (0/1),0/4,71% (5/7),0% (0/5),0/0,0/0,1/2,0/0,0/1
2016 Waco TX $50K F,L vs Haddad Maia,33% (4/12),75% (3/4),1/6,50% (6/12),0% (0/6),2/3,1/1,0/0,0/0,0/0
2016 Sacramento CA $50K F,L vs Kenin,43% (6/14),67% (4/6),2/6,62% (8/13),25% (2/8),2/4,1/1,1/1,0/0,1/1
2015 Waco TX $50K R16,L vs Tatishvili,14% (1/7),0% (0/1),0/3,75% (6/8),17% (1/6),0/0,0/0,0/2,0/0,0/1
2015 Bastad R32,L vs Strycova,44% (4/9),0% (0/4),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2015 Australian Open R128,L vs Errani,33% (2/6),50% (1/2),1/5,100% (7/7),0% (0/7),0/1,0/0,0/2,0/0,0/1
2014 US Open R128,L vs Makarova,22% (2/9),100% (2/2),1/5,67% (6/9),17% (1/6),1/2,0/0,1/1,0/0,0/0
2014 Bastad R16,L vs Panova,33% (3/9),100% (3/3),2/6,67% (6/9),0% (0/6),1/3,0/0,0/0,0/0,0/0
2014 Roland Garros R128,L vs Muguruza,58% (7/12),71% (5/7),2/5,58% (7/12),14% (1/7),2/5,0/2,1/2,0/0,1/1
2013 US Open R128,L vs Knapp,25% (2/8),0% (0/2),0/3,63% (5/8),20% (1/5),0/0,0/0,1/2,0/0,0/1
2019 (9 matches),,57.4%,79.6%,40.9%,38.3%,30.6%,75.8%,50.0%,50.0%,83.3%,100.0%
2018 (1 matches),,11.1%,0.0%,0.0%,62.5%,40.0%,-,-,100.0%,-,-
2017 (1 matches),,14.3%,0.0%,0.0%,71.4%,0.0%,-,-,50.0%,-,0.0%
2016 (2 matches),,38.5%,70.0%,25.0%,56.0%,14.3%,57.1%,100.0%,100.0%,-,100.0%
2015 (3 matches),,31.8%,14.3%,9.1%,70.8%,11.8%,0.0%,-,33.3%,-,33.3%
Career (21 matches),,44.8%,71.6%,27.3%,51.9%,19.1%,60.3%,50.0%,47.8%,71.4%,50.0%
