Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,4,0,4,0.0%,1-8,11.1%,27-51,34.6%,0-0,-,0,,,,,,,,,,,,R32 (4x)
2023,47,25,22,53.2%,56-51,52.3%,475-484,49.5%,9-1,90.0%,0,,,,,,,,,,,,F (W60 Rome GA)
2022,25,11,14,44.0%,25-30,45.5%,250-260,49.0%,3-2,60.0%,1,60.0%,27.3%,0.0%,7.4%,66.7%,58.3%,38.9%,51.9%,36.7%,43.9%,0.76,SF (W25 Orlando FL)
2021,20,9,11,45.0%,22-24,47.8%,201-213,48.6%,3-3,50.0%,6,62.5%,30.4%,0.8%,2.0%,69.4%,59.2%,48.3%,55.9%,41.4%,48.7%,0.94,F (W60 Rome GA)
2020,19,8,11,42.1%,18-24,42.9%,194-195,49.9%,1-2,33.3%,3,46.9%,48.5%,0.4%,3.2%,68.7%,48.5%,47.4%,48.2%,49.2%,48.6%,0.95,W (W25 Prerov)
2019,34,22,12,64.7%,51-30,63.0%,399-322,55.3%,4-1,80.0%,1,55.6%,20.0%,0.0%,0.0%,79.6%,51.2%,36.4%,48.1%,41.4%,44.4%,0.80,W (W25 Evansville IN)
2018,37,20,17,54.1%,47-39,54.7%,423-390,52.0%,6-4,60.0%,1,66.7%,10.0%,4.1%,6.1%,73.5%,69.4%,30.8%,59.2%,31.0%,43.9%,0.76,W (Bethany Beach DE $25K)
2017,16,8,8,50.0%,19-18,51.4%,166-162,50.6%,2-1,66.7%,0,,,,,,,,,,,,W (Lexington KY $60K)
2016,58,40,18,69.0%,81-51,61.4%,655-539,54.9%,3-3,50.0%,5,64.5%,37.1%,2.3%,2.5%,67.1%,60.5%,46.2%,55.8%,45.3%,50.7%,1.02,W (2x)
2015,24,13,11,54.2%,29-27,51.8%,258-243,51.5%,2-3,40.0%,0,,,,,,,,,,,,W (Florence SC $25K)
2014,29,21,8,72.4%,45-20,69.2%,355-262,57.5%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2013,13,4,9,30.8%,10-19,34.5%,111-145,43.4%,0-4,0.0%,0,,,,,,,,,,,,SF (Portland OR 50K)
2012,43,31,12,72.1%,63-35,64.3%,493-403,55.0%,8-5,61.5%,0,,,,,,,,,,,,W (3x)
2011,20,11,9,55.0%,23-19,54.8%,189-171,52.5%,0-1,0.0%,0,,,,,,,,,,,,F (Rock Hill SC 25K)
2010,17,9,8,52.9%,17-16,51.5%,143-140,50.5%,1-0,100.0%,0,,,,,,,,,,,,SF (Apeldoorn 10K)
2009,17,9,8,52.9%,20-18,52.6%,168-155,52.0%,0-0,-,0,,,,,,,,,,,,QF (Evansville IN 10K)
2008,4,2,2,50.0%,4-5,44.4%,40-41,49.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
Career,427,243,184,56.9%,531-434,55.0%,4547-4176,52.1%,46-32,59.0%,17,60.1%,34.1%,1.3%,2.7%,68.9%,57.5%,46.0%,53.9%,43.2%,48.7%,0.94,
