Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,5,1,4,20.0%,1,1,0,100.0%,2013,2022,R128,5,0.75,1.4%,2.2%,67.3%,51.9%,45.3%,49.7%,37.5%,47.9%,25.6%
Roland Garros,8,Clay,21,13,8,61.9%,2,1,1,50.0%,2013,2022,R128,10,1.10,2.1%,1.4%,71.1%,57.8%,50.7%,55.8%,48.7%,56.7%,52.7%
Wimbledon,8,Grass,11,3,8,27.3%,1,1,0,100.0%,2012,2022,Q3,2,0.77,0.0%,1.7%,74.4%,59.5%,37.8%,54.0%,35.2%,64.0%,40.0%
US Open,8,Hard,13,5,8,38.5%,0,0,0,-,2012,2021,R128,7,0.85,1.2%,3.6%,62.2%,55.3%,47.2%,52.3%,40.8%,59.4%,36.2%
Charleston,8,Clay,17,8,9,47.1%,4,2,2,50.0%,2012,2024,R32,17,0.93,1.3%,1.4%,69.2%,56.3%,45.5%,52.9%,43.9%,52.7%,46.8%
Indian Wells,5,Hard,7,2,5,28.6%,2,1,1,50.0%,2013,2021,R128,6,0.89,1.3%,2.6%,68.3%,58.4%,47.9%,55.1%,40.0%,61.2%,38.0%
Prague,2,Hard,4,2,2,50.0%,0,0,0,-,2020,2021,QF,4,0.93,2.2%,0.9%,68.1%,61.5%,43.1%,55.6%,41.2%,55.9%,31.7%
Bastad,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2014,2021,R16,4,0.94,0.5%,0.9%,72.4%,61.8%,41.7%,56.2%,41.3%,39.1%,33.3%
Houston,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2019,R32,2,0.79,1.9%,2.9%,76.7%,59.5%,33.3%,53.4%,36.7%,30.0%,27.3%
Quebec City,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2012,2017,R16,3,0.83,0.5%,3.6%,65.3%,60.2%,52.9%,57.7%,35.1%,52.6%,23.8%
