Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Buenos Aires R16,L vs Fonseca,2.5%,50.0%,8.4%,64.3%,14.4%,9.8%,25.0%,8.3%,21.4%,2.5%,42.9%,-94,-103
2024 Cagliari CH QF,L vs Darderi,0.0%,-,16.3%,87.5%,6.6%,8.2%,0.0%,4.7%,18.8%,0.7%,0.0%,-79,-83
2024 Cordoba SF,L vs Bagnis,0.0%,-,11.6%,52.9%,7.4%,20.0%,7.4%,5.2%,5.6%,1.4%,40.0%,-129,-130
2023 US Open Q2,W vs Damm,0.0%,-,6.3%,71.4%,2.7%,7.7%,0.0%,19.5%,37.5%,0.0%,-,-80,-38
2023 Miami R128,L vs Lehecka,0.0%,-,4.0%,50.0%,7.0%,7.7%,0.0%,5.9%,66.7%,1.6%,0.0%,-27,-61
2023 Indian Wells R128,L vs Schwartzman,1.8%,0.0%,6.9%,28.6%,5.8%,9.1%,0.0%,3.6%,5.9%,0.7%,50.0%,23,-7
2023 Cordoba F,L vs Baez,0.0%,-,5.9%,66.7%,12.9%,18.3%,6.7%,1.7%,11.1%,0.4%,0.0%,-101,-56
2022 Indian Wells R64,L vs Evans,0.0%,-,3.4%,0.0%,5.5%,2.3%,0.0%,2.2%,12.5%,3.4%,42.9%,-11,-37
2021 Bastad F,L vs Ruud,0.0%,-,8.0%,55.6%,4.5%,6.5%,0.0%,3.0%,18.2%,1.7%,20.0%,-117,-114
2021 Cordoba R16,W vs Cerundolo,0.0%,-,3.4%,100.0%,5.4%,7.5%,0.0%,2.9%,25.0%,1.1%,66.7%,-130,-108
2020 Roland Garros R32,L vs Sinner,0.0%,-,6.2%,76.9%,5.5%,12.4%,0.0%,3.6%,14.0%,1.8%,16.7%,-130,-134
2020 Rio de Janeiro R16,W vs Alcaraz,0.0%,-,7.3%,71.4%,14.4%,14.6%,20.0%,11.9%,41.2%,1.3%,50.0%,-120,-88
2019 Santo Domingo CH F,L vs Varillas,0.0%,-,4.9%,50.0%,10.3%,17.1%,22.2%,3.6%,13.0%,1.5%,40.0%,-47,-61
2019 Barletta CH R64,W vs De Bakker,0.0%,-,7.1%,58.3%,7.8%,16.3%,0.0%,10.3%,21.7%,2.0%,14.3%,-94,-88
Career (14 matches),,0.3%,33.3%,7.0%,63.8%,7.9%,11.6%,7.1%,5.4%,18.5%,1.5%,30.6%,-91,-87
