Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,32,6,26,18.8%,20-65,23.5%,316-478,39.8%,4-5,44.4%,31,63.2%,16.9%,3.9%,4.0%,63.7%,63.1%,44.9%,56.5%,34.1%,45.7%,0.78
Clay,99,50,49,50.5%,117-126,48.1%,1142-1164,49.5%,15-11,57.7%,99,68.5%,30.8%,3.4%,3.1%,67.1%,62.9%,49.1%,58.3%,41.6%,50.0%,1.00
Grass,4,0,4,0.0%,2-12,14.3%,55-84,39.6%,0-1,0.0%,4,70.6%,9.9%,3.0%,2.3%,66.7%,65.0%,47.6%,59.2%,29.1%,44.5%,0.71
Grand Slams,23,5,18,21.7%,23-57,28.7%,330-445,42.6%,6-5,54.5%,23,66.1%,19.7%,3.6%,3.8%,66.5%,64.0%,44.3%,57.4%,35.3%,46.7%,0.83
Masters,11,2,9,18.2%,7-18,28.0%,85-135,38.6%,2-0,100.0%,11,59.8%,17.1%,3.0%,3.0%,66.4%,59.8%,46.0%,55.2%,33.6%,44.7%,0.75
Other Tours,99,47,52,47.5%,105-128,45.1%,1074-1136,48.6%,11-12,47.8%,98,68.1%,29.5%,3.4%,3.1%,66.3%,62.8%,49.4%,58.2%,41.1%,49.6%,0.98
Best of 5,23,5,18,21.7%,23-57,28.7%,330-445,42.6%,6-5,54.5%,23,66.1%,19.7%,3.6%,3.8%,66.5%,64.0%,44.3%,57.4%,35.3%,46.7%,0.83
Best of 3,112,51,61,45.5%,116-146,44.3%,1183-1281,48.0%,13-12,52.0%,111,67.7%,28.7%,3.4%,3.1%,66.2%,62.7%,49.2%,58.1%,40.7%,49.4%,0.97
Finals,2,0,2,0.0%,1-4,20.0%,16-27,37.2%,0-0,-,2,57.1%,18.2%,0.0%,6.1%,61.4%,53.1%,58.8%,55.3%,30.8%,43.0%,0.69
Semi-finals,6,2,4,33.3%,5-8,38.5%,56-66,45.9%,1-0,100.0%,6,64.4%,27.4%,3.4%,2.6%,67.0%,60.2%,52.4%,57.6%,41.8%,49.2%,0.98
Quarter-finals,13,6,7,46.2%,12-16,42.9%,122-131,48.2%,0-1,0.0%,13,65.9%,32.6%,3.1%,2.8%,64.7%,62.0%,49.5%,57.6%,42.7%,50.1%,1.01
vs Righties,107,42,65,39.3%,106-165,39.1%,1196-1378,46.5%,12-14,46.2%,106,67.5%,26.1%,3.3%,3.3%,66.0%,63.2%,47.6%,57.9%,38.9%,48.5%,0.93
vs Lefties,28,14,14,50.0%,33-38,46.5%,317-348,47.7%,7-3,70.0%,28,66.8%,28.4%,4.2%,3.0%,67.3%,62.2%,49.4%,58.0%,41.3%,49.5%,0.98
vs Top 10,6,0,6,0.0%,1-14,6.7%,47-92,33.8%,0-1,0.0%,6,55.9%,12.9%,0.6%,3.7%,66.9%,57.2%,43.5%,52.7%,31.9%,42.8%,0.67
