Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Buenos Aires R16,L vs Fonseca,4.3,4.3,4.3,56.3%,43.5%,50.0%,31.3%,55.7%,13.6%,12.0,9.2,0.0,0.0
2024 Cagliari CH QF,L vs Darderi,6.5,6.7,6.3,32.4%,56.0%,50.0%,31.6%,55.8%,11.2%,6.0,3.8,-9.5,-8.6
2024 Cordoba SF,L vs Bagnis,5.5,6.0,5.2,40.3%,47.4%,62.5%,47.8%,54.5%,2.5%,6.0,3.3,2.5,1.7
2023 US Open Q2,W vs Damm,3.6,4.2,2.9,63.2%,42.3%,70.0%,75.0%,52.8%,12.0%,3.5,4.5,12.0,18.2
2023 Miami R128,L vs Lehecka,3.2,3.5,2.9,44.8%,44.4%,38.5%,33.3%,56.5%,5.6%,-4.5,-7.0,-1.0,-2.0
2023 Indian Wells R128,L vs Schwartzman,5.7,5.1,6.5,42.9%,27.3%,38.9%,43.8%,51.1%,9.8%,-13.0,-9.8,-8.0,-6.7
2023 Cordoba F,L vs Baez,4.4,4.6,4.2,46.8%,56.8%,35.0%,35.3%,63.5%,3.9%,7.5,4.3,-6.5,-6.6
2022 Indian Wells R64,L vs Evans,5.2,6.4,3.9,35.6%,27.3%,55.6%,33.3%,67.5%,10.6%,-9.5,-7.7,-2.5,-4.3
2021 Bastad F,L vs Ruud,6.0,6.1,5.8,37.5%,32.3%,38.1%,50.0%,54.7%,6.9%,-6.5,-4.3,-2.0,-1.7
2021 Cordoba R16,W vs Cerundolo,4.5,4.5,4.5,51.3%,42.9%,53.3%,56.3%,42.7%,3.8%,-4.0,-3.7,-5.0,-3.3
2020 Roland Garros R32,L vs Sinner,7.0,7.5,6.4,44.8%,38.3%,47.4%,52.5%,48.6%,6.6%,4.0,1.4,4.0,1.4
2020 Rio de Janeiro R16,W vs Alcaraz,4.2,4.4,3.9,56.0%,46.3%,43.5%,31.6%,57.0%,5.4%,13.0,9.0,9.0,7.4
2019 Santo Domingo CH F,L vs Varillas,4.8,5.0,4.6,43.8%,51.3%,48.1%,50.0%,54.0%,8.3%,12.0,6.8,-10.0,-7.1
2019 Barletta CH R64,W vs De Bakker,4.9,5.0,4.7,56.5%,59.0%,41.7%,65.0%,57.7%,9.7%,11.5,6.1,3.5,2.7
Career (14 matches),,5.0,5.3,4.7,48.6%,44.4%,47.1%,46.6%,54.4%,7.5%,2.7,1.8,-1.0,-0.8
