Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,7,1,6,14.3%,4,1,3,25.0%,2020,2025,R128,7,0.84,4.7%,3.8%,65.2%,66.9%,46.2%,59.7%,33.8%,56.4%,35.6%
Roland Garros,6,Clay,10,4,6,40.0%,6,5,1,83.3%,2020,2025,R32,10,0.92,2.2%,3.7%,69.6%,60.7%,44.6%,55.8%,40.5%,57.0%,53.0%
Wimbledon,6,Grass,6,0,6,0.0%,1,0,1,0.0%,2017,2024,R128,5,0.68,3.2%,2.4%,67.0%,64.5%,46.7%,58.6%,28.0%,57.4%,25.0%
US Open,7,Hard,11,4,7,36.4%,0,0,0,-,2017,2024,R64,10,0.90,5.2%,5.3%,63.5%,67.2%,43.2%,58.4%,37.6%,55.3%,35.2%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2021,2021,R64,0,,,,,,,,,,
Davis Cup,2,,2,2,0,100.0%,0,0,0,-,2021,2022,,2,1.80,7.4%,2.1%,61.1%,81.0%,56.8%,71.6%,51.2%,0.0%,60.0%
Buenos Aires,8,Clay,16,7,9,43.8%,2,1,1,50.0%,2017,2026,SF,16,0.94,3.7%,3.2%,65.5%,65.3%,44.1%,58.0%,39.4%,57.5%,39.8%
Umag,2,Clay,3,1,2,33.3%,0,0,0,-,2023,2025,R16,3,0.85,4.9%,3.7%,68.1%,50.5%,55.8%,52.1%,40.8%,45.5%,29.2%
Barcelona,2,Clay,3,1,2,33.3%,0,0,0,-,2022,2025,R32,3,1.02,2.4%,3.8%,73.9%,57.1%,54.5%,56.4%,44.6%,52.2%,48.0%
Marrakech,2,Clay,7,5,2,71.4%,1,0,1,0.0%,2022,2025,SF,7,1.12,4.3%,5.6%,67.0%,68.1%,49.0%,61.8%,42.9%,56.1%,47.2%
Santiago,5,Clay,9,4,5,44.4%,6,4,2,66.7%,2020,2025,QF,9,0.98,6.4%,3.5%,63.4%,66.3%,50.6%,60.5%,38.8%,59.1%,41.7%
Rio de Janeiro,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2022,2025,QF,4,1.04,3.9%,1.8%,63.5%,65.4%,50.5%,59.9%,41.6%,62.9%,38.9%
