Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),654,52,206,1569,,,163,1551,,,,,,
2025,269,200,187,1580,243,1471,157,1559,,,,,,
2024,100,617,169,1598,224,1481,136,1585,226,1400,408,135,,
2023,88,694,138,1629,187,1511,109,1619,197,1428,,,,
2022,75,695,116,1668,170,1537,89,1654,174,1455,,,,
2021,63,976,117,1672,190,1506,69,1691,184,1464,,,,
2020,91,775,158,1574,229,1428,120,1574,,,618,60,,
2019,120,464,142,1622,286,1404,106,1613,173,1462,1210,15,,
2018,279,138,244,1485,,,218,1470,,,644,15,,
2017,308,161,308,1399,309,1342,263,1388,233,1371,302,190,,
2016,249,210,309,1388,,,271,1379,,,362,177,,
2015,389,112,,,,,,,,,620,87,,
2014,353,128,,,,,,,,,548,97,,
2013,409,97,,,,,,,,,959,30,,
2012,540,56,,,,,,,,,650,68,,
2011,776,18,,,,,,,,,658,62,,
2010,1016,6,,,,,,,,,831,34,,
2009,1353,2,,,,,,,,,,,,
