Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Buenos Aires R16,L vs Fonseca,85.0%,44.1%,5.0%,2/2,2.13,27.3%,81.3%,38.5%,4.2%,2.09,43.6%,96.7%,51.7%,6.7%,2.19,3.7%
2024 Cagliari CH QF,L vs Darderi,86.5%,48.9%,5.8%,3/0,2.05,2.5%,81.5%,40.9%,3.7%,1.96,3.7%,95.8%,56.5%,8.3%,2.23,0.0%
2024 Cordoba SF,L vs Bagnis,76.5%,45.2%,3.7%,1/2,2.25,8.8%,74.5%,31.7%,1.8%,2.26,11.1%,84.0%,71.4%,8.0%,2.25,0.0%
2023 US Open Q2,W vs Damm,70.6%,55.6%,3.9%,0/2,2.73,25.0%,73.1%,47.4%,7.7%,2.79,32.1%,81.0%,64.7%,0.0%,2.58,8.3%
2023 Miami R128,L vs Lehecka,49.0%,36.0%,0.0%,0/0,-,24.1%,34.3%,25.0%,0.0%,-,42.9%,92.9%,46.2%,0.0%,-,6.7%
2023 Indian Wells R128,L vs Schwartzman,80.0%,36.1%,2.2%,0/1,-,4.4%,82.8%,41.7%,3.4%,-,3.1%,85.7%,25.0%,0.0%,-,7.7%
2023 Cordoba F,L vs Baez,74.4%,43.8%,0.0%,0/0,2.35,0.0%,76.9%,35.0%,0.0%,2.18,0.0%,72.7%,58.3%,0.0%,2.66,0.0%
2022 Indian Wells R64,L vs Evans,65.0%,42.3%,5.0%,1/1,-,62.5%,58.8%,60.0%,0.0%,-,68.0%,72.7%,31.3%,9.1%,-,53.3%
2021 Bastad F,L vs Ruud,78.7%,29.7%,0.0%,0/0,2.02,0.0%,74.2%,39.1%,0.0%,1.99,0.0%,93.3%,14.3%,0.0%,2.08,0.0%
2021 Cordoba R16,W vs Cerundolo,84.5%,46.7%,4.2%,2/1,2.43,6.7%,87.5%,37.1%,5.0%,2.46,11.1%,89.3%,60.0%,3.6%,2.40,0.0%
2020 Roland Garros R32,L vs Sinner,80.0%,47.5%,0.0%,0/0,2.39,2.0%,79.4%,44.4%,0.0%,2.42,2.9%,86.7%,53.8%,0.0%,2.34,0.0%
2020 Rio de Janeiro R16,W vs Alcaraz,76.5%,45.2%,14.8%,5/7,2.11,9.1%,72.9%,34.3%,18.8%,2.17,11.1%,93.1%,59.3%,10.3%,1.86,0.0%
2019 Santo Domingo CH F,L vs Varillas,78.6%,43.9%,3.6%,2/1,2.24,2.9%,71.4%,20.0%,4.8%,2.29,3.8%,87.8%,63.9%,2.4%,2.09,0.0%
2019 Barletta CH R64,W vs De Bakker,71.1%,59.3%,2.4%,0/2,2.25,7.1%,73.3%,54.5%,2.2%,2.26,10.0%,89.7%,65.4%,3.4%,2.25,0.0%
Career (14 matches),,76.3%,45.5%,3.7%,45.7%,2.27,11.2%,74.1%,38.6%,3.7%,2.26,14.0%,87.0%,54.7%,3.9%,2.27,4.9%
