Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,18,7,11,38.9%,10,2,8,20.0%,2001,2013,R16,18,0.93,2.3%,2.7%,64.0%,66.3%,51.3%,60.9%,36.3%,65.7%,41.0%
Roland Garros,12,Clay,21,9,12,42.9%,10,7,3,70.0%,2001,2012,R32,18,0.97,1.7%,3.0%,60.9%,63.6%,52.4%,59.2%,39.5%,56.1%,36.7%
Wimbledon,14,Grass,30,15,15,50.0%,22,10,12,45.5%,2000,2013,R16,26,0.94,2.4%,2.8%,61.7%,68.5%,51.2%,61.9%,35.9%,59.2%,43.2%
US Open,14,Hard,26,11,15,42.3%,12,3,9,25.0%,2000,2013,R16,23,0.96,2.2%,4.4%,60.1%,67.3%,51.1%,60.8%,37.6%,59.9%,48.0%
Olympics,3,,6,3,3,50.0%,3,1,2,33.3%,2004,2012,R16,4,0.84,4.0%,4.0%,58.1%,66.0%,55.7%,61.7%,32.1%,59.1%,50.0%
Davis Cup,13,,30,15,15,50.0%,21,9,12,42.9%,2000,2013,,0,,,,,,,,,,
Miami Masters,12,Hard,28,16,12,57.1%,8,5,3,62.5%,2002,2013,R16,26,0.98,2.0%,3.8%,59.1%,67.5%,49.9%,60.3%,39.0%,63.1%,42.8%
Monte Carlo Masters,10,Clay,17,7,10,41.2%,2,1,1,50.0%,2003,2012,R16,16,0.97,1.3%,2.9%,60.1%,59.9%,54.6%,57.8%,40.9%,60.0%,41.0%
Indian Wells Masters,10,Hard,17,7,10,41.2%,2,1,1,50.0%,2002,2013,R16,17,0.95,1.1%,3.2%,56.1%,66.3%,54.1%,60.9%,37.2%,58.4%,37.2%
Stockholm,9,Hard,20,11,9,55.0%,8,3,5,37.5%,2002,2011,F,20,0.99,2.5%,2.8%,64.6%,67.5%,50.9%,61.6%,37.8%,60.6%,42.9%
Auckland,8,Hard,22,14,8,63.6%,9,5,4,55.6%,2001,2013,F,22,1.13,1.4%,2.9%,62.1%,68.2%,55.2%,63.3%,41.5%,62.5%,45.1%
Halle,8,Grass,20,12,8,60.0%,9,3,6,33.3%,2003,2014,SF,17,1.08,1.9%,4.0%,63.1%,70.8%,54.7%,64.9%,38.0%,60.2%,46.2%
