Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,6,2,4,33.3%,5-10,33.3%,67-78,46.2%,0-1,0.0%,6,70.4%,23.3%,0.8%,2.7%,59.4%,65.5%,48.5%,58.6%,35.4%,47.7%,0.86,QF (Le Gosier)
2013,23,12,11,52.2%,28-23,54.9%,251-233,51.9%,1-4,20.0%,22,74.4%,30.3%,1.5%,4.0%,56.3%,67.3%,54.6%,61.8%,40.8%,50.9%,1.07,SF (Heilbronn)
2012,21,13,8,61.9%,30-22,57.7%,270-234,53.6%,4-4,50.0%,21,84.1%,23.9%,3.0%,3.2%,58.6%,72.6%,56.0%,65.7%,37.6%,51.4%,1.10,SF (3x)
2011,20,13,7,65.0%,29-18,61.7%,236-193,55.0%,2-2,50.0%,20,80.8%,28.9%,2.7%,3.4%,56.9%,70.2%,54.8%,63.6%,40.3%,52.0%,1.11,W (Le Gosier)
2010,11,6,5,54.5%,15-12,55.6%,137-130,51.3%,3-2,60.0%,10,79.3%,21.2%,1.9%,1.5%,64.8%,65.6%,56.4%,62.4%,38.5%,50.2%,1.03,QF (2x)
2009,39,26,13,66.7%,57-34,62.6%,478-394,54.8%,7-7,50.0%,0,,,,,,,,,,,,W (Manchester)
2008,6,4,2,66.7%,9-4,69.2%,71-60,54.2%,2-0,100.0%,0,,,,,,,,,,,,SF (Mons)
2007,9,7,2,77.8%,14-6,70.0%,109-79,58.0%,0-2,0.0%,0,,,,,,,,,,,,W (Orleans)
2006,8,7,1,87.5%,14-6,70.0%,105-83,55.9%,4-1,80.0%,0,,,,,,,,,,,,W (Orleans)
2005,6,5,1,83.3%,11-4,73.3%,89-60,59.7%,2-2,50.0%,0,,,,,,,,,,,,W (Mons)
2004,12,8,4,66.7%,17-12,58.6%,154-124,55.4%,0-3,0.0%,0,,,,,,,,,,,,SF (2x)
2002,14,10,4,71.4%,21-13,61.8%,174-145,54.5%,0-2,0.0%,0,,,,,,,,,,,,SF (3x)
2001,15,10,5,66.7%,21-10,67.7%,179-119,60.1%,1-5,16.7%,0,,,,,,,,,,,,W (Bolton)
2000,36,25,11,69.4%,52-25,67.5%,396-283,58.3%,1-3,25.0%,0,,,,,,,,,,,,W (Ostend)
Career,226,148,78,65.5%,323-199,61.9%,2716-2215,55.1%,27-38,41.5%,79,79.0%,26.4%,2.2%,3.2%,58.5%,69.0%,54.7%,63.1%,39.1%,51.0%,1.06,
